rest_name,locality,cost_for_two,rating,cuisines
BBCUE Whitefield                                     ,Vivanta Whitefield,"2,400",3.5,['Continental']
SFC Kabab Corner                                     ,Electronic City,350,3.5,"['Chinese', 'Andhra']"
Flavors of India,Domlur,600,3.5,"['North Indian', 'South Indian', 'Andhra', 'Mughlai']"
Breezes - Hotel Pigeon International                                     ,Old Airport Road,900,3.5,"['North Indian', 'Continental']"
Hotel Amrapali                                     ,Yelahanka,400,3.5,"['North Indian', 'Chinese', 'Andhra']"
Samosa King                                     ,BTM,200,3.5,['Street Food']
Karavali Lunch Home                                     ,Majestic,400,3.5,['Mangalorean']
Abi's Cafe & Restaurant,Yelahanka,600,3.5,"['North Indian', 'Chinese']"
Techies Kitchen                                     ,"ITPL Main Road, Whitefield",400,3.5,"['Biryani', 'North Indian']"
Ammachide Addukala                                     ,Bannerghatta Road,300,3.5,['Kerala']
Bohra Bohra Café                                     ,JP Nagar,300,3.5,['Bohri']
Velvet Kitchen                                     ,Bannerghatta Road,600,3.5,"['North Indian', 'Chinese']"
The Hub - Ibis Hotel                                     ,"Ibis Hotel, Richmond Road","2,200",3.5,"['Finger Food', 'Fast Food', 'Continental']"
New Banashankari Donne Biryani                                     ,Basavanagudi,300,3.5,"['Biryani', 'North Indian']"
Paradise Pool Side Restaurant                                     ,Rajarajeshwari Nagar,900,3.5,"['North Indian', 'Chinese']"
Eat & Drink                                     ,New BEL Road,300,3.5,"['Fast Food', 'Chinese', 'Beverages']"
Home Food                                     ,Kammanahalli,300,3.5,['South Indian']
Chinese Corner and Bengali Mess                                     ,Sanjay Nagar,300,3.5,"['Chinese', 'Bengali']"
Howrah Bridge                                     ,HSR,600,3.5,"['Bengali', 'Seafood']"
Panda Foods                                     ,Marathahalli,300,3.5,"['North Indian', 'Juices']"
Bada Bing Burgers                                     ,Frazer Town,300,3.5,"['Burger', 'North Indian']"
Wood Castle                                     ,Sarjapur Road,400,3.5,"['North Indian', 'Chinese', 'Beverages']"
Hotel Savaji's                                     ,Rajajinagar,300,3.5,['South Indian']
Chinnu's Mane Biryani                                     ,Banaswadi,300,3.5,['Biryani']
Blueberry Restaurant                                     ,Bellandur,400,3.5,"['North Indian', 'Biryani', 'South Indian']"
Midnight Restro                                     ,BTM,500,3.5,"['North Indian', 'Fast Food']"
Samprith Gowdru Mudde Hotel                                     ,Rammurthy Nagar,300,3.5,['South Indian']
The Pastry Inn                                     ,Yelahanka,300,3.5,['Bakery']
Five Star Chicken                                     ,Bannerghatta Road,250,3.5,"['Fast Food', 'Beverages']"
Juicy Juice                                     ,RT Nagar,100,3.5,"['Beverages', 'Ice Cream']"
Donne Biryani Mane                                     ,Brookefield,250,3.5,['Biryani']
The French Corner                                     ,Kalyan Nagar,400,3.5,"['Bakery', 'Desserts', 'Fast Food']"
G. P. S. Kaapi Thindi                                     ,Malleshwaram,150,3.5,['Street Food']
Halli Delhi                                     ,"Varthur Main Road, Whitefield",300,3.5,"['North Indian', 'South Indian']"
Tandoor Chai House                                     ,JP Nagar,200,3.5,"['Street Food', 'Sandwich', 'Rolls', 'Beverages']"
Oak Tavern                                     ,"Palm Meadows Club, Whitefield","1,000",3.5,"['Continental', 'North Indian']"
The Onyx - The HHI Select Bengaluru,JP Nagar,950,3.5,"['North Indian', 'Chinese', 'Continental']"
Brahmin's Cafe                                     ,Brigade Road,200,3.5,['South Indian']
U Turn Paradise                                     ,Yelahanka,500,3.5,"['South Indian', 'North Indian', 'Chinese']"
Vijaya Gardenia                                     ,Banaswadi,500,3.5,"['North Indian', 'Chinese', 'Andhra']"
Hasee-E-Shan Makers Of Biryani                                     ,Whitefield,500,3.5,"['Biryani', 'Mughlai', 'North Indian']"
Sri Guru Nalapaka Restaurant                                     ,Whitefield,550,3.5,"['North Indian', 'South Indian', 'Chinese', 'Street Food']"
Momo Junction                                     ,BTM,100,3.5,"['Fast Food', 'Momos']"
Royale Dine                                     ,Sarjapur Road,600,3.5,"['North Indian', 'South Indian', 'Biryani']"
Kenz Karam                                     ,Frazer Town,300,3.5,"['Desserts', 'Beverages']"
Dine Garden Family Restaurant                                     ,Electronic City,400,3.5,"['Biryani', 'South Indian', 'North Indian', 'Chinese']"
Ambika Biryani Corner                                     ,Rajajinagar,300,3.5,['Biryani']
Sattuani                                     ,St. Marks Road,250,3.5,"['Bihari', 'North Indian', 'Fast Food']"
Sizzles,Whitefield,800,3.5,"['North Indian', 'Chinese', 'Continental']"
Snaxup Restaurant                                     ,BTM,300,3.5,"['North Indian', 'Fast Food', 'Beverages']"
Sunrise Bar & Restaurants                                     ,Peenya,"1,000",3.5,"['Andhra', 'Asian', 'Biryani', 'Chinese']"
V.S. Garden Restaurant                                     ,Ejipura,800,3.5,"['North Indian', 'Chinese']"
Garam Matka                                     ,Koramangala 1st Block,100,3.5,"['North Indian', 'Tea']"
Swadesh Tadka                                     ,Banashankari,600,3.5,"['North Indian', 'Chinese', 'Beverages']"
Chaai Resto                                     ,Brookefield,200,3.5,"['Cafe', 'Rolls', 'Fast Food']"
SLV Andhra Mess                                     ,Domlur,200,3.5,"['Chinese', 'North Indian']"
Two States                                     ,BTM,250,3.5,"['North Indian', 'South Indian', 'Chinese', 'Street Food']"
Hunger Buds                                     ,BTM,250,3.5,['North Indian']
Ghee Biryani House                                     ,BTM,500,3.5,"['Biryani', 'North Indian']"
Ruchi Curry Point                                     ,Sahakara Nagar,400,3.5,"['Biryani', 'North Indian']"
Urvashi,HSR,600,3.5,"['South Indian', 'Chinese', 'Seafood', 'Biryani']"
Lassi Shop                                     ,Banashankari,200,3.5,"['Beverages', 'Ice Cream']"
Meena's Kitchen                                     ,Marathahalli,400,3.5,"['Continental', 'North Indian', 'Mexican']"
Siddu's Chats Centre                                     ,Yelahanka,100,3.5,['Street Food']
BBxR                                     ,Marathahalli,400,3.5,"['Biryani', 'Kebab']"
Sultan's                                     ,Jakkur,750,3.5,"['North Indian', 'Chinese', 'Mughlai']"
Maria Restaurant                                     ,Jakkur,150,3.5,['South Indian']
Desi Swaad                                     ,Kumaraswamy Layout,400,3.5,['North Indian']
Hotel Dine City                                     ,HSR,800,3.5,"['North Indian', 'South Indian', 'Chinese', 'Arabian']"
Thalassery Cafe                                     ,BTM,150,3.5,['Street Food']
Egg Attack                                     ,BTM,250,3.5,['Fast Food']
Maa Ki Rasoi                                     ,Peenya,200,3.5,['North Indian']
Sea Pot                                     ,Marathahalli,800,3.5,"['Seafood', 'North Indian']"
Hushy's Kitchen                                     ,Shanti Nagar,300,3.5,['Fast Food']
Baker's Glove                                     ,Jayanagar,550,3.5,"['Desserts', 'Bakery']"
Sethji Home Made Food                                     ,Indiranagar,350,3.5,['North Indian']
Fuel Café                                     ,Yelahanka,200,3.5,"['Chinese', 'Fast Food']"
Sri Vishnu Veg                                     ,Marathahalli,200,3.5,['South Indian']
Sri Ganesh Juice Junction                                     ,Nagarbhavi,100,3.5,"['Juices', 'Beverages']"
Chai Makhani                                     ,Koramangala 5th Block,100,3.5,"['Beverages', 'Tea']"
BRAHMIN HOME FOOD                                     ,Indiranagar,350,3.5,['South Indian']
Maa Ki Rasoi                                     ,Peenya,200,3.5,['North Indian']
Moyra                                     ,Rammurthy Nagar,300,3.5,['Mithai']
New Kabab Zone                                     ,Bommanahalli,500,3.5,"['North Indian', 'Fast Food']"
Raj Donne Biriyani                                     ,Marathahalli,450,3.5,"['South Indian', 'Biryani']"
Mum’s Kitchen                                     ,Marathahalli,200,3.5,"['North Indian', 'South Indian']"
Nawabi Zaica                                     ,Marathahalli,600,3.5,"['North Indian', 'Mughlai', 'Chinese']"
Aahara Vihar                                     ,Malleshwaram,300,3.5,"['South Indian', 'North Indian', 'Chinese']"
Seven Star                                     ,Banashankari,250,3.5,"['North Indian', 'Chinese']"
Coastal Fish Land                                     ,Bellandur,700,3.5,['Mangalorean']
Deccan Spice                                     ,JP Nagar,750,3.5,"['North Indian', 'South Indian', 'Biryani']"
Darjeeling Saborz Chinese Restaurant                                     ,RT Nagar,550,3.5,"['Chinese', 'Thai']"
Spicy Tadka                                     ,Electronic City,400,3.5,"['North Indian', 'Chinese', 'Bengali']"
Atithi                                     ,"Global Village, Mysore Road",500,3.5,"['North Indian', 'Chinese']"
Karnataka Military Hotel                                     ,Rammurthy Nagar,400,3.5,"['South Indian', 'North Indian']"
Calcutta Chats                                     ,Vasanth Nagar,200,3.5,"['Street Food', 'North Indian']"
Just Kulfi                                     ,Jeevan Bhima Nagar,400,3.5,"['Ice Cream', 'Fast Food']"
Bangarpet Chats                                     ,Basaveshwara Nagar,100,3.5,['Street Food']
B'lore 45 The Bar - Courtyard by Marriott                                     ,"Courtyard by Marriott Bengaluru, Hebbal","2,600",3.5,['North Indian']
Freshkhilao                                     ,Brookefield,750,3.5,"['Chinese', 'North Indian', 'Biryani', 'Juices']"
Prajwal The Restaurant                                     ,Marathahalli,300,3.5,"['North Indian', 'Chinese', 'Beverages']"
@Italy                                     ,"Krishna Kuteer, HSR",700,3.5,"['Italian', 'Pizza']"
New Oottupura Restaurant                                     ,New BEL Road,300,3.5,['Kerala']
Mom's Rasoi                                     ,Malleshwaram,300,3.5,"['South Indian', 'Biryani']"
Sholay - The Barbeque                                     ,"IMG Hotels, New BEL Road","1,200",3.5,"['North Indian', 'BBQ']"
Snaxup Restaurant                                     ,BTM,300,3.5,"['North Indian', 'Fast Food', 'Beverages']"
Lima Resto Cafe                                     ,Yelahanka,600,3.5,"['Kerala', 'North Indian', 'Chinese', 'Beverages']"
Cafe Robusta                                     ,Yelahanka,200,3.5,"['Beverages', 'Juices', 'Fast Food']"
Thatte Idli Point                                     ,Yeshwantpur,200,3.5,['South Indian']
Panchami Sagar                                     ,Yelahanka,300,3.5,"['South Indian', 'Chinese']"
Mathsyadarshini                                     ,Yelahanka,150,3.5,"['South Indian', 'Street Food']"
Atithi Veg                                     ,International Airport,250,3.5,"['South Indian', 'North Indian', 'Chinese']"
Grand Vezier Restaurant                                     ,Jalahalli,600,3.5,"['Turkish', 'European', 'North Indian', 'Fast Food']"
Hotel Gowda's                                     ,Yeshwantpur,450,3.5,"['South Indian', 'Biryani', 'North Indian', 'Chinese']"
P V Sweets                                     ,Jalahalli,200,3.5,"['Mithai', 'Street Food']"
Suprabatha Coffee Kendra                                     ,Basavanagudi,150,3.5,"['South Indian', 'Beverages']"
Toffee's Twangle                                     ,Jalahalli,350,3.5,['Fast Food']
Purani Dehli                                     ,"VR Bengaluru, Whitefield",600,3.5,"['North Indian', 'Street Food']"
Estaa Sweets                                     ,Whitefield,300,3.5,['Mithai']
Kulfisthan                                     ,HSR,150,3.5,['Ice Cream']
NMR Multicuisine Restaurant                                     ,Electronic City,550,3.5,"['North Indian', 'Chinese', 'Arabian', 'Juices']"
Panchamuki Fastfood                                     ,HSR,300,3.5,"['South Indian', 'Beverages']"
Hotel Cauvery                                     ,Kengeri,400,3.5,"['South Indian', 'North Indian']"
Daawat Restaurant Bar & Pub                                     ,Koramangala 7th Block,700,3.5,"['Finger Food', 'North Indian', 'Seafood', 'Mangalorean', 'Chinese']"
B'Town Cafe & Restaurant                                     ,Marathahalli,350,3.5,"['Arabian', 'Continental']"
Rajwadi,Brookefield,500,3.5,"['North Indian', 'Street Food']"
Rajesh Restaurant                                     ,HSR,700,3.5,"['North Indian', 'Chinese', 'South Indian', 'Continental']"
Taste Of Nawaabs                                     ,Banaswadi,600,3.5,"['North Indian', 'Mughlai']"
Ladles                                     ,Nagarbhavi,350,3.5,"['North Indian', 'Chinese']"
E - City Combos                                     ,Electronic City,350,3.5,"['South Indian', 'North Indian', 'Chinese', 'Biryani']"
Kerala Foods                                     ,Vasanth Nagar,250,3.5,['Kerala']
New Mathura Grand                                     ,Majestic,300,3.5,"['South Indian', 'North Indian', 'Chinese']"
Kolkata Famous Kati Roll                                     ,Whitefield,150,3.5,"['Fast Food', 'Rolls']"
Paratha Treat                                     ,Bellandur,200,3.5,['North Indian']
Tango Sandwich King                                     ,Basaveshwara Nagar,200,3.5,"['Fast Food', 'Sandwich']"
Bean D'er Cafe                                     ,JP Nagar,250,3.5,"['Tamil', 'Fast Food']"
Five Star Chicken                                     ,Whitefield,300,3.5,['Fast Food']
Havelli - Chairman's Resort                                     ,Chairman's Resort,"1,250",3.5,"['North Indian', 'Continental', 'Chinese', 'Seafood']"
Barista                                     ,CV Raman Nagar,300,3.5,['Cafe']
Kenz Karam                                     ,Frazer Town,300,3.5,"['Desserts', 'Beverages']"
Kulfi Story,Malleshwaram,100,3.5,['Desserts']
Tosco                                     ,Indiranagar,250,3.5,['Beverages']
Navya Andhra Style Restaurant                                     ,Hosur Road,200,3.5,"['North Indian', 'South Indian']"
Snack'Ups                                     ,Thippasandra,250,3.5,['Fast Food']
Sri Sri Tattva Panchamrut                                     ,Kanakapura Road,500,3.5,"['Fast Food', 'Beverages']"
Thindi Mane                                     ,JP Nagar,300,3.5,['South Indian']
18+ Ice Cafe                                     ,Kammanahalli,550,3.5,"['Cafe', 'Fast Food', 'Chinese', 'Beverages']"
Coastal Family Resto Bar                                     ,Jayanagar,750,3.5,"['Andhra', 'North Indian', 'Chinese', 'Mangalorean', 'Seafood', 'Biryani']"
Fit Dish Fetish                                     ,Sankey Road,500,3.5,['Healthy Food']
Coastal Curry                                     ,Vijay Nagar,350,3.5,"['North Indian', 'Andhra', 'Chinese', 'Seafood']"
Thalassery Plaza                                     ,Hennur,400,3.5,"['Kerala', 'North Indian', 'Chinese']"
Udupi Garden                                     ,Jakkur,350,3.5,"['South Indian', 'Chinese', 'North Indian']"
Samrudh Veg                                     ,Cunningham Road,200,3.5,"['South Indian', 'Chinese']"
Nainital North Indian Restaurant                                     ,Electronic City,400,3.5,"['North Indian', 'Biryani', 'Chinese']"
Sudhir Vada Pav & Paratha Center                                     ,Marathahalli,250,3.5,['Street Food']
Cafe Tom & Bean                                     ,Jalahalli,400,3.5,"['Cafe', 'Sandwich']"
YummRajj,BTM,500,3.5,"['North Indian', 'Chinese', 'Fast Food']"
Kabab Mirchi                                     ,Whitefield,350,3.5,"['North Indian', 'Mughlai', 'Chinese']"
Thalassery Food Court                                     ,Bannerghatta Road,650,3.5,"['Kerala', 'Arabian', 'Seafood', 'Beverages']"
Attica Biryani                                     ,Nagarbhavi,300,3.5,"['Fast Food', 'Biryani']"
Tandoori Chowk                                     ,Marathahalli,400,3.5,"['North Indian', 'Chinese']"
Samovar Cafe                                     ,Nagawara,500,3.5,"['Kerala', 'South Indian', 'Chinese']"
Jigarthanda                                     ,Malleshwaram,300,3.5,"['Beverages', 'Rolls']"
Flamin Grill                                     ,Bellandur,600,3.5,"['Lebanese', 'Turkish', 'BBQ', 'Burger']"
Nikhil's Food Court                                     ,Brookefield,300,3.5,"['South Indian', 'North Indian', 'Chinese', 'Fast Food']"
Maestros Cafe                                     ,HBR Layout,300,3.5,"['Fast Food', 'Beverages']"
Five Star Chicken                                     ,Bannerghatta Road,250,3.5,"['Fast Food', 'Beverages']"
Malabar Restaurant                                     ,Yelahanka,200,3.5,"['Kerala', 'Chinese']"
Amor Infinito                                     ,Rammurthy Nagar,300,3.5,['Bakery']
Mealer.in                                     ,Marathahalli,450,3.5,"['North Indian', 'Biryani']"
Abhiruchi Hotel                                     ,Bommanahalli,700,3.5,"['North Indian', 'Biryani', 'Seafood']"
Chilld Monk                                     ,BTM,250,3.5,"['Desserts', 'Ice Cream']"
Amor Infinito                                     ,Rammurthy Nagar,300,3.5,['Bakery']
Global Restaurant                                     ,Rajarajeshwari Nagar,400,3.5,"['North Indian', 'Chinese', 'Biryani']"
Meghana Grand                                     ,Whitefield,800,3.5,"['Biryani', 'Andhra']"
Nati Palace                                     ,JP Nagar,200,3.5,"['South Indian', 'North Indian']"
Kabab Nation Corner                                     ,Brigade Road,500,3.5,"['Chinese', 'Arabian', 'Fast Food']"
Bengaluru Square                                     ,Marathahalli,300,3.5,"['Chinese', 'Beverages', 'Andhra']"
Daily Bite                                     ,Richmond Road,250,3.5,"['Desserts', 'Fast Food']"
Expresso Restaurant                                     ,Whitefield,400,3.5,"['Fast Food', 'Beverages']"
Karavali Family Restaurant                                     ,Jayanagar,500,3.5,"['Seafood', 'Biryani', 'South Indian', 'North Indian', 'Chinese']"
The Maori - Aurick Boutique Hotel                                     ,Aurick Boutique Hotel,"1,000",3.5,"['Chinese', 'North Indian']"
Marwa Restaurant                                     ,Bannerghatta Road,600,3.5,"['North Indian', 'Chinese', 'Fast Food', 'BBQ']"
The Tiny Taproom                                     ,Indiranagar,800,3.5,"['South Indian', 'North Indian', 'Chinese', 'Continental']"
Sri Krishna Sagar                                     ,HSR,400,3.5,"['South Indian', 'North Indian', 'Chinese', 'Street Food', 'Juices']"
Sree Ganesha Fruit Juice Centre                                     ,Kammanahalli,100,3.5,"['Beverages', 'Juices']"
Janatha Cafe                                     ,Hennur,400,3.5,"['South Indian', 'Kerala']"
Papa Pizza N Kafe                                     ,"Gopalan Arcade, Rajarajeshwari Nagar",600,3.5,"['Pizza', 'Italian']"
Bhatra Mane                                     ,Vijay Nagar,200,3.5,"['South Indian', 'North Indian', 'Chinese']"
Urban Grills Restaurant                                     ,Whitefield,700,3.5,"['Arabian', 'North Indian', 'Biryani']"
Maa Bhagwati Mess                                     ,International Airport,300,3.5,['North Indian']
Dakshin                                     ,Wilson Garden,450,3.5,['South Indian']
Karnataka Biryani Point                                     ,RT Nagar,300,3.5,['Biryani']
Manifest Cafe                                     ,Banashankari,300,3.5,"['South Indian', 'North Indian', 'Chinese']"
Biriyaniz                                     ,HSR,400,3.5,"['Biryani', 'North Indian', 'Chinese', 'Andhra']"
Sushanta Odia Dhaba                                     ,Whitefield,300,3.5,['Oriya']
Night Food Express                                     ,Jakkur,250,3.5,"['North Indian', 'Rolls', 'Chinese', 'Biryani']"
Biryani Nights                                     ,Bannerghatta Road,400,3.5,"['South Indian', 'North Indian', 'Chinese']"
Kishi's Cafe                                     ,Sahakara Nagar,500,3.5,"['Fast Food', 'Street Food']"
Khana Khazana                                     ,Electronic City,300,3.5,['North Indian']
Bawarchi Paradise                                     ,Bannerghatta Road,500,3.5,"['North Indian', 'Biryani']"
Only Sharjah                                     ,BTM,200,3.5,['Beverages']
Thalaserry Food Court                                     ,Whitefield,600,3.5,"['Kerala', 'Biryani', 'Seafood', 'North Indian', 'Chinese']"
Kolkata Famous Katti Rolls                                     ,New BEL Road,200,3.5,"['Fast Food', 'Rolls']"
Bangalore Bytes                                     ,Brigade Road,300,3.5,"['Fast Food', 'South Indian', 'Biryani']"
Hotel Feast Ambur Biriyani                                     ,Koramangala 1st Block,250,3.5,"['Biryani', 'Kebab']"
Agarwal Food Service                                     ,HSR,400,3.5,"['North Indian', 'Chinese', 'Biryani']"
Karavali Family Restaurant                                     ,Jayanagar,500,3.5,"['Seafood', 'Biryani', 'South Indian', 'North Indian', 'Chinese']"
S R & Sons Bakery                                     ,Commercial Street,100,3.5,['Bakery']
Pai's Kitchen                                     ,Koramangala 2nd Block,200,3.5,['South Indian']
Dakshin                                     ,Wilson Garden,450,3.5,['South Indian']
Paratha Darbar                                     ,Koramangala 1st Block,400,3.5,['North Indian']
Pattikattan Biriyani                                     ,Electronic City,300,3.5,"['Biryani', 'North Indian']"
Hotel New Karavali                                     ,Hennur,550,3.5,"['Chinese', 'Mangalorean', 'Seafood', 'North Indian']"
Udupi Sagar                                     ,Nagawara,350,3.5,"['South Indian', 'North Indian', 'Chinese']"
L'inoui - The Leela Palace                                     ,"The Leela Palace, Old Airport Road",400,3.5,['Desserts']
Donne Biryani House                                     ,Residency Road,400,3.5,['Biryani']
Manifest Cafe                                     ,Banashankari,300,3.5,"['South Indian', 'North Indian', 'Chinese']"
Jay Mataji Farsan and Sweets                                     ,Yeshwantpur,150,3.5,"['Mithai', 'Gujarati']"
Swadd Kitchen                                     ,Basavanagudi,500,3.5,"['North Indian', 'Fast Food']"
Khan Saheb Grills and Rolls,Kalyan Nagar,400,3.5,"['Fast Food', 'Rolls']"
RK Fresh Food                                      ,BTM,300,3.5,['Fast Food']
Urban Udupi Veg Restaurant                                     ,Electronic City,400,3.5,"['Chinese', 'North Indian', 'South Indian']"
Aalishan Restaurant & Caterer                                     ,Koramangala 7th Block,650,3.5,"['North Indian', 'Mughlai']"
Annapurna Foods                                     ,Bellandur,600,3.5,"['North Indian', 'Chinese', 'Hyderabadi', 'Biryani']"
CupcakesNSyrups                                     ,Banaswadi,300,3.5,['Bakery']
Masala Bites                                     ,Rammurthy Nagar,150,3.5,['North Indian']
South Treat                                     ,Whitefield,400,3.4,['South Indian']
HOTEL JANATHA                                     ,Majestic,150,3.4,['South Indian']
Honest Bakery                                     ,Hennur,200,3.4,['Bakery']
Kebab Ganj                                     ,Koramangala 6th Block,300,3.4,"['Kebab', 'Rolls']"
Maggi N Maggi House                                     ,Bannerghatta Road,300,3.4,['Fast Food']
Ambur Five Star Dum Biryani                                     ,Hebbal,300,3.4,['Biryani']
New Punjabi Pure Veg Restaurant                                     ,Yeshwantpur,400,3.4,"['South Indian', 'North Indian']"
Food Folks                                     ,International Airport,350,3.4,"['Fast Food', 'Pizza', 'Juices']"
Hotel Ananda Bhavan                                     ,Old Madras Road,100,3.4,['South Indian']
S L V Food Joint                                     ,Kalyan Nagar,250,3.4,"['North Indian', 'Rolls']"
Kolkata Famous Kati Roll                                     ,New BEL Road,200,3.4,['Rolls']
The Living Leisure Hub                                     ,Nagarbhavi,400,3.4,"['Fast Food', 'Beverages']"
RK Garden Family Restaurant                                     ,Electronic City,600,3.4,"['Andhra', 'Chinese', 'North Indian', 'South Indian']"
Sri Durga Cane Fresh                                     ,BTM,100,3.4,"['Juices', 'Beverages', 'Fast Food']"
Shawarma Hunt                                     ,HSR,300,3.4,['Arabian']
Yum Tum                                     ,Domlur,250,3.4,"['Salad', 'Greek', 'Mediterranean']"
Arun Icecreams                                     ,JP Nagar,200,3.4,['Ice Cream']
Shanthi Sweets & Bakery                                     ,Thippasandra,200,3.4,"['Mithai', 'Street Food']"
Hyderabadi Irani Chai                                     ,Hebbal,100,3.4,"['Tea', 'Finger Food', 'Coffee']"
Ande Ka Funda                                     ,Electronic City,200,3.4,"['North Indian', 'Fast Food', 'Rolls']"
Tea Break Lounge                                     ,Brigade Road,400,3.4,"['Beverages', 'Fast Food']"
BongHomie                                     ,BTM,300,3.4,"['Bengali', 'North Indian']"
S R Kabab Corner                                     ,Old Madras Road,250,3.4,"['North Indian', 'Chinese']"
Darbari Biriyani                                     ,Nagawara,600,3.4,['Biryani']
Bharathi Refreshments                                     ,Koramangala 8th Block,300,3.4,"['South Indian', 'North Indian']"
Chicken Hunt                                     ,Banashankari,350,3.4,"['South Indian', 'North Indian', 'Chinese', 'Biryani']"
Chef's Lab                                     ,Hennur,250,3.4,"['Andhra', 'North Indian', 'Chinese', 'Continental']"
Eatery Have U Been                                     ,BTM,500,3.4,"['Cafe', 'Chinese', 'Fast Food', 'Burger', 'North Indian']"
Burj Hotel                                     ,Bannerghatta Road,350,3.4,"['North Indian', 'Chinese']"
Lassi Xpress                                     ,"ITPL Main Road, Whitefield",200,3.4,"['Beverages', 'Sandwich', 'Desserts']"
Avanti Indian Barbeque & Grill                                     ,Domlur,"1,100",3.4,['North Indian']
Kolkata Hot Roll                                     ,New BEL Road,150,3.4,['Rolls']
Bill Board Cafe                                     ,Yelahanka,350,3.4,"['Cafe', 'Chinese', 'Beverages']"
Punjabi Darbar                                     ,CV Raman Nagar,300,3.4,['North Indian']
Ruchi Non- Veg Family Restaurant                                     ,Rajarajeshwari Nagar,400,3.4,"['North Indian', 'South Indian']"
Ni Hao Guru                                     ,Kaggadasapura,400,3.4,"['Chinese', 'North Indian']"
Punjabi Family Dhaba                                     ,Whitefield,400,3.4,['North Indian']
S R Andhra Mess                                     ,Electronic City,200,3.4,['Andhra']
Patravali Biriyani,Electronic City,400,3.4,"['Biryani', 'Fast Food']"
Comma                                     ,"ITPL Main Road, Whitefield",400,3.4,['North Indian']
Naina Nand Food Express                                     ,HBR Layout,300,3.4,"['North Indian', 'Chinese']"
Kulfi Adda                                     ,"Royal Meenakshi Mall, Bannerghatta Road",150,3.4,"['Ice Cream', 'Desserts']"
A Little For Love                                     ,Hennur,350,3.4,['Bakery']
Amazing Blue Pub                                     ,"Hotel Dew Drops Hotel, Seshadripuram",900,3.4,['Finger Food']
Malabar Mint                                     ,Koramangala 5th Block,700,3.4,"['Kerala', 'North Indian', 'Chinese']"
Crumbs n Creams                                     ,CV Raman Nagar,500,3.4,"['Bakery', 'Desserts']"
Biryani Park                                     ,Brookefield,500,3.4,"['North Indian', 'Biryani', 'Chinese', 'Mughlai']"
Fat Chef Biryani Wale                                     ,Bannerghatta Road,400,3.4,"['Biryani', 'North Indian']"
Mom Made Food                                     ,Frazer Town,400,3.4,"['Biryani', 'Arabian', 'North Indian']"
Karavali Bites                                     ,Nagawara,300,3.4,['Seafood']
Flavors                                     ,Hotel Bella Vista ,"1,200",3.4,"['North Indian', 'South Indian', 'Chinese', 'Continental']"
Cheers Life                                     ,"Varthur Main Road, Whitefield",300,3.4,"['Beverages', 'Juices']"
Inchara Restaurant                                     ,Banaswadi,500,3.4,"['Chinese', 'North Indian', 'Hyderabadi', 'Biryani']"
Best                                     ,Whitefield,400,3.4,"['Fast Food', 'Chinese', 'Street Food']"
Dazu Momoz                                     ,Bannerghatta Road,200,3.4,"['Tibetan', 'Momos']"
The Hyderbadi Chefs                                     ,Electronic City,400,3.4,"['South Indian', 'North Indian', 'Chinese']"
I-Scream'd                                     ,Sarjapur Road,200,3.4,['Ice Cream']
Saha Cabin Bengali Hotel                                     ,Whitefield,300,3.4,['Bengali']
Birds on the Tree Cafe                                     ,Hennur,400,3.4,['Fast Food']
Ice Bowl                                     ,"Royal Meenakshi Mall, Bannerghatta Road",250,3.4,"['Desserts', 'Beverages']"
Golden Restaurant                                     ,HSR,750,3.4,"['North Indian', 'Mughlai']"
Venus Bake Point                                     ,Old Airport Road,500,3.4,['Bakery']
Desi Khana                                     ,"Varthur Main Road, Whitefield",300,3.4,['North Indian']
Sandwich Hub                                     ,Jayanagar,300,3.4,"['Fast Food', 'Sandwich']"
The Aqua Bar - Golden Palms Hotel & Spa                                     ,Golden Palms Hotel & Spa,"1,200",3.4,['Italian']
Kanika Biryani Paradise                                     ,Bannerghatta Road,700,3.4,"['North Indian', 'Andhra', 'Biryani']"
Manasa Cool Cafe                                     ,Electronic City,300,3.4,"['Fast Food', 'Juices', 'Cafe', 'Desserts']"
Cakeport                                     ,Jayanagar,400,3.4,['Bakery']
AM's Cafe Recreate                                     ,BTM,250,3.4,"['Chinese', 'North Indian']"
Pepper Pillar                                     ,Electronic City,700,3.4,['South Indian']
Swad Plaza                                     ,BTM,400,3.4,"['North Indian', 'Chinese']"
Juicy Juice                                     ,Kammanahalli,200,3.4,['Beverages']
Kitchen24                                     ,BTM,300,3.4,"['Italian', 'Continental', 'Chinese', 'Thai', 'American', 'Arabian']"
Club Magnolia                                     ,Mysore Road,600,3.4,"['North Indian', 'Biryani', 'Chinese']"
Eunoia                                     ,Kalyan Nagar,450,3.4,"['Cafe', 'Continental', 'Bakery']"
Blend - Royal Orchid Suites                                     ,"Royal Orchid Suites, Whitefield","1,300",3.4,"['Chinese', 'North Indian']"
Sri Kenchamba Restaurant                                     ,Majestic,250,3.4,['South Indian']
BBQ King                                     ,Marathahalli,400,3.4,"['Fast Food', 'Chinese', 'Burger', 'Hot dogs']"
Daily Fresh Kerala Mess                                     ,Kumaraswamy Layout,250,3.4,['Kerala']
Grand Food                                     ,Banashankari,250,3.4,"['South Indian', 'Bakery', 'Chinese']"
Chats Point                                     ,Basavanagudi,150,3.4,"['Fast Food', 'Street Food']"
