rest_name,locality,cost_for_two,rating,cuisines
Tiffin Room - Miraya Hotel & Residences                                     ,"Miraya Hotel & Residences, Whitefield","2,000",3.7,"['North Indian', 'South Indian', 'Asian']"
Nukkad Box                                     ,Marathahalli,400,3.7,"['North Indian', 'Fast Food', 'Desserts', 'Beverages']"
Guru Grand's                                     ,Kanakapura Road,600,3.7,"['Chinese', 'North Indian']"
Cravings                                     ,Bannerghatta Road,400,3.7,"['North Indian', 'Chinese', 'Rolls']"
Hungry Travellers Cafe                                     ,Koramangala 4th Block,450,3.7,['Cafe']
The Red Lantern                                     ,Banaswadi,800,3.7,"['Chinese', 'Momos']"
Just Dosa                                     ,HSR,200,3.7,['South Indian']
Maa Bhagwathi Hotel and Mess                                     ,Yelahanka,300,3.7,"['North Indian', 'Chinese']"
New Prashanth                                     ,Sahakara Nagar,400,3.7,"['Biryani', 'South Indian']"
Guilt Free                                     ,Rajarajeshwari Nagar,300,3.7,"['Healthy Food', 'Salad']"
Satrangi                                     ,New BEL Road,900,3.7,"['North Indian', 'South Indian']"
Paris Restaurant                                     ,Yeshwantpur,550,3.7,"['North Indian', 'Chinese', 'Biryani']"
Carnival Cakes & Breads                                     ,Bellandur,200,3.7,"['Bakery', 'Fast Food']"
Masala Dani - The Paul                                     ,"The Paul, Ring Road","1,800",3.7,"['Mughlai', 'North Indian']"
Hotel Manarama                                     ,Electronic City,200,3.7,['North Indian']
Glazed - Courtyard by Marriott                                     ,"Courtyard by Marriott Bengaluru, Hebbal",450,3.7,"['Cafe', 'Bakery', 'Desserts']"
Inchara                                     ,JP Nagar,950,3.7,"['North Indian', 'Continental', 'Chinese']"
Corner Stone                                     ,Banashankari,300,3.7,"['Beverages', 'Juices', 'Desserts', 'Italian']"
Bread and Circus                                     ,Shanti Nagar,550,3.7,"['Cafe', 'Fast Food', 'Pizza', 'Burger']"
Nieghbourhood Cafe                                     ,Whitefield,750,3.7,"['Pizza', 'Italian', 'Chinese', 'North Indian']"
Bengaluru House                                     ,Jeevan Bhima Nagar,500,3.7,['South Indian']
Mouthful                                     ,Vijay Nagar,300,3.7,"['Fast Food', 'Steak']"
Food Radius                                     ,Nagarbhavi,450,3.7,"['North Indian', 'Chinese', 'Biryani']"
The Deli - The Den Bengaluru                                     ,"The Den, Whitefield",600,3.7,"['Bakery', 'Desserts']"
Hot Brixx                                     ,Marathahalli,500,3.7,"['Italian', 'Pizza']"
Choco N Lush                                     ,Yelahanka,500,3.7,"['Bakery', 'Desserts']"
Sagar Fast Food                                     ,BTM,300,3.7,"['South Indian', 'Chinese', 'North Indian']"
Saka Eatery Outlet                                     ,Indiranagar,150,3.7,['Street Food']
Sukh Sagar Express                                     ,"Orion Mall, Malleshwaram",500,3.7,"['North Indian', 'Chinese', 'Fast Food', 'Street Food']"
MealsTree                                     ,Marathahalli,400,3.7,['North Indian']
Bubbles                                     ,Frazer Town,450,3.7,"['Cafe', 'Fast Food', 'Beverages']"
Sufra Restaurant                                     ,HSR,800,3.7,"['North Indian', 'Chinese']"
Doze On                                     ,Brookefield,200,3.7,"['Beverages', 'Fast Food']"
Angaar Biriyani                                     ,Whitefield,400,3.7,"['Biryani', 'Chinese', 'Fast Food']"
De Oxford Cafe                                     ,JP Nagar,500,3.7,"['Cafe', 'Beverages', 'Fast Food']"
Black Mug Cafe                                     ,Bannerghatta Road,300,3.7,['Cafe']
Zeee's                                     ,Whitefield,300,3.7,"['Fast Food', 'North Indian', 'Street Food']"
Zucca Pizzeria                                     ,Rajarajeshwari Nagar,400,3.7,"['Pizza', 'Fast Food', 'Beverages', 'Italian']"
Happenwell Cafe Lounge                                     ,Indiranagar,300,3.7,"['North Indian', 'Chinese', 'Continental', 'Seafood']"
Tongba Garden                                     ,Yelahanka,250,3.7,['Chinese']
Mr. Singh Da Dhaba                                     ,Kumaraswamy Layout,300,3.7,"['North Indian', 'Chinese']"
Biriyani Beats                                     ,Kengeri,400,3.7,"['South Indian', 'Chinese', 'Biryani']"
Hide Out Cafe                                     ,Banashankari,300,3.7,['Cafe']
Chaavadi                                     ,Indiranagar,750,3.7,"['North Indian', 'Biryani', 'Seafood', 'Chinese', 'Mangalorean']"
Crepe Nation                                     ,BTM,300,3.7,"['Fast Food', 'Desserts']"
Chai Ki Tapri                                     ,MG Road,250,3.7,['Cafe']
Gharelu Zaika                                     ,JP Nagar,250,3.7,['North Indian']
REFUEL                                     ,Marathahalli,300,3.7,"['Chinese', 'North Indian', 'Fast Food']"
Cafe China                                     ,Banaswadi,500,3.7,['Chinese']
Man With a Pan                                     ,Rajarajeshwari Nagar,300,3.7,"['Street Food', 'North Indian']"
Food Lover                                     ,Indiranagar,400,3.7,"['North Indian', 'Chinese']"
Sports Bar - Le Meridien                                     ,"Le Meridien, Sankey Road","2,500",3.7,['Finger Food']
Breaktime Brew                                     ,Koramangala 7th Block,550,3.7,['Cafe']
Fire And Ice                                     ,Kaggadasapura,300,3.7,"['Desserts', 'Fast Food']"
Lakshmi Sweets & Chaats                                     ,Banashankari,150,3.7,['Street Food']
Joey's                                     ,BTM,300,3.7,"['Chinese', 'Fast Food']"
Sri Devi Sagar                                     ,"1 MG Road Mall, MG Road",300,3.7,"['South Indian', 'North Indian', 'Chinese', 'Street Food']"
Luqma Restaurant                                     ,Old Madras Road,550,3.7,"['North Indian', 'Chinese', 'Arabian', 'Rolls']"
Wahab                                      ,Jayanagar,350,3.7,"['North Indian', 'Mughlai', 'Chinese']"
Tastebuds                                     ,Sarjapur Road,300,3.7,"['Bakery', 'Fast Food']"
A3 Nuwang Kitchen                                     ,Ejipura,300,3.7,"['Chinese', 'North Indian']"
BDBD Banashri Davangere Benne Dose Hotel                                     ,Vijay Nagar,150,3.7,['South Indian']
Sri Krishna Sagar                                     ,International Airport,300,3.7,"['South Indian', 'North Indian', 'Chinese']"
Pizza Hut,"Ascendas Park Square, Whitefield",750,3.7,"['Pizza', 'Fast Food']"
Akshatha Nati Style                                     ,Vijay Nagar,500,3.7,"['South Indian', 'Chinese', 'North Indian']"
Mother's Kitchen                                     ,RT Nagar,600,3.7,['North Indian']
Hyderabad Cuisine Multicuisine Restaurant                                     ,Whitefield,700,3.7,"['North Indian', 'Chinese', 'Biryani']"
Fragrant Kitchen                                     ,Kalyan Nagar,700,3.7,"['North Indian', 'Chinese', 'Cafe', 'Desserts']"
Chaat Bazaar                                     ,"Forum Neighbourhood Mall, Whitefield",300,3.7,['Street Food']
Adithya Family Restaurant                                     ,BTM,250,3.7,['South Indian']
Shiv Shankar Chaats                                     ,Frazer Town,150,3.7,['Street Food']
Vishwa Brahmin's Cafe                                     ,Rajajinagar,100,3.7,['South Indian']
Sihi Chocolaterie                                     ,Jayanagar,300,3.7,['Desserts']
Brindavan Veg                                     ,HBR Layout,350,3.7,"['South Indian', 'North Indian', 'Chinese', 'Street Food']"
Baba Fattoosh                                     ,Indiranagar,300,3.7,['North Indian']
Varenyam                                     ,Electronic City,500,3.7,"['South Indian', 'North Indian']"
Samana Restaurant                                     ,Mysore Road,600,3.7,"['Andhra', 'Kerala', 'Chinese', 'South Indian', 'North Indian']"
Bengaluru's Biryanis Paradise                                     ,Marathahalli,300,3.7,['Biryani']
Aranha's                                     ,Yelahanka,500,3.7,"['North Indian', 'South Indian', 'Chinese']"
Fudgy Love Designer Cakes                                     ,Domlur,600,3.7,"['Bakery', 'Desserts']"
Vaishnavi Palace                                     ,Kanakapura Road,"1,000",3.7,"['North Indian', 'South Indian', 'Chinese']"
New Food Magic                                     ,Marathahalli,400,3.7,"['North Indian', 'Chinese', 'Biryani']"
Unico                                     ,Bellandur,550,3.7,"['North Indian', 'Biryani', 'Chinese']"
The Kick-Ass Company Pub & Diner                                     ,Marathahalli,800,3.7,['Finger Food']
Biryani & Kabab Corner                                     ,Marathahalli,450,3.7,"['North Indian', 'Chinese', 'Biryani', 'Andhra']"
Ignite - Chairman's Jade Club & Resort                                     ,"Chairman's Jade Club & Resort, International Airport","1,000",3.7,"['North Indian', 'Chinese', 'Continental']"
Chillies Restaurant                                     ,Majestic,500,3.7,"['North Indian', 'South Indian', 'Chinese']"
Madhura                                     ,"Hotel Grand Bee, Yeshwantpur",750,3.7,"['North Indian', 'Chinese']"
The Orchid                                     ,"JP Cordial Hotel, Race Course Road","1,400",3.7,"['North Indian', 'Continental']"
Raj Darbar                                     ,Koramangala 6th Block,800,3.7,"['North Indian', 'Chinese', 'Bengali']"
Mom's Momos                                     ,Bannerghatta Road,100,3.7,['Chinese']
SLV Refreshments                                     ,Kumaraswamy Layout,100,3.7,['South Indian']
Durga Bikaner Sweets                                     ,Jayanagar,100,3.7,"['Street Food', 'Mithai']"
Hotel Raghavendra Prasanna                                     ,City Market,250,3.7,['South Indian']
Spice of Andhra                                     ,HSR,500,3.7,['Andhra']
Hotel Shangrila                                     ,Brigade Road,600,3.7,"['Chinese', 'Momos']"
Hotel Palace                                     ,HSR,250,3.7,"['Biryani', 'Chinese']"
Amaravathi Bar & Restaurant                                     ,Jayanagar,650,3.7,"['North Indian', 'Chinese', 'Seafood']"
Eatio                                     ,Vijay Nagar,250,3.7,"['Fast Food', 'Beverages']"
Jethro's                                     ,JP Nagar,450,3.7,"['Fast Food', 'Burger']"
Nellore Ruchulu                                     ,Bannerghatta Road,800,3.7,"['North Indian', 'South Indian', 'Chinese']"
Charu Ki Tapri                                     ,Jakkur,400,3.7,"['Cafe', 'Healthy Food', 'North Indian']"
Owly                                     ,Koramangala 1st Block,350,3.7,"['Fast Food', 'North Indian']"
Frosty Creams                                     ,Bannerghatta Road,300,3.7,"['Ice Cream', 'Desserts']"
Ruchi Punjabi Paratha                                     ,Rajarajeshwari Nagar,300,3.7,['North Indian']
Coffee Bike                                     ,Bellandur,250,3.7,"['Fast Food', 'Beverages']"
Z Cafe                                     ,Electronic City,300,3.7,"['Chinese', 'Fast Food', 'Beverages']"
Sree Bangalore Bhavan                                     ,HSR,400,3.7,['South Indian']
Addhuri Udupi Bhojana                                     ,Banashankari,300,3.7,"['South Indian', 'North Indian']"
Kakal Kai Ruchi                                     ,Kanakapura Road,450,3.7,"['South Indian', 'North Indian', 'Chinese']"
The Dreamy Oven                                     ,Sarjapur Road,600,3.7,"['Bakery', 'Salad']"
Cafe Poetry                                     ,New BEL Road,400,3.7,"['Cafe', 'Beverages', 'Healthy Food']"
Nizam's Home Made Biryani                                     ,Bannerghatta Road,300,3.7,"['Biryani', 'Mughlai', 'Fast Food']"
