rest_name,locality,cost_for_two,rating,votes,cuisines
B'Town Cafe & Restaurant,Marathahalli,350,3.5,8,"['Arabian', 'Continental']"
Punjabi Tandoori Bitez,Hebbal,500,3.5,17,"['North Indian', 'Chinese', 'Mughlai']"
The little Kitchen,JP Nagar,300,3.5,11,"['Chinese', 'North Indian']"
Hotel Fine,Vasanth Nagar,450,3.5,25,"['North Indian', 'Chinese']"
Basaveshwara Kanawali,Whitefield,250,3.5,13,['South Indian']
Sri Jayadurga Biryani,Marathahalli,300,3.5,64,['Biryani']
Udupi Upachar,Banashankari,500,3.5,9,"['South Indian', 'North Indian']"
Biryani Nights,Bannerghatta Road,400,3.5,21,"['South Indian', 'North Indian', 'Chinese']"
M World Cafe,Koramangala 3rd Block,500,3.5,14,['Cafe']
Shringar Sweets & Snacks,Basavanagudi,200,3.5,11,"['Mithai', 'South Indian', 'Street Food', 'Fast Food']"
Sri Udupi Deluxe,Marathahalli,400,3.5,11,"['North Indian', 'Chinese', 'South Indian', 'Fast Food']"
Krutunga Restaurant,Electronic City,700,3.5,24,"['Chinese', 'North Indian', 'South Indian']"
Hotel Fine,Vasanth Nagar,450,3.5,25,"['North Indian', 'Chinese']"
Sultan's,Jakkur,750,3.5,95,"['North Indian', 'Chinese', 'Mughlai']"
Marwa Restaurant,Bannerghatta Road,600,3.5,552,"['North Indian', 'Chinese', 'Fast Food', 'BBQ']"
NGV Fast Food,Koramangala 6th Block,250,3.5,8,"['North Indian', 'Fast Food']"
Swagatham,Nagawara,450,3.5,18,"['Andhra', 'North Indian']"
Gupshap,New BEL Road,300,3.5,5,['South Indian']
M World Cafe,Koramangala 3rd Block,500,3.5,14,['Cafe']
Urban Udupi Veg Restaurant,Electronic City,400,3.5,11,"['Chinese', 'North Indian', 'South Indian']"
Juices Zone,BTM,150,3.5,11,"['Mughlai', 'Beverages']"
New Surya Sweets,BTM,300,3.5,7,"['Mithai', 'Fast Food']"
Apna Hotel,Whitefield,300,3.5,26,"['North Indian', 'Hyderabadi']"
Golden Grill Restaurant,BTM,550,3.5,18,"['Arabian', 'Chinese', 'North Indian', 'Kerala', 'Seafood']"
Spoon Of Spice,Indiranagar,300,3.5,4,"['North Indian', 'Biryani', 'Chinese']"
Chaithanya Upahar,Vijay Nagar,150,3.5,16,"['South Indian', 'Chinese']"
Attica Biryani,Nagarbhavi,300,3.5,13,"['Fast Food', 'Biryani']"
Chatter Platter,BTM,300,3.5,32,"['North Indian', 'Chinese', 'Rolls', 'Fast Food']"
Annapurna Tiffany's,Bellandur,150,3.5,5,['South Indian']
Wow Sikkim Momo's,New BEL Road,300,3.5,11,"['Chinese', 'North Indian']"
Ice Cream Buggy,CV Raman Nagar,100,3.5,15,"['Ice Cream', 'Desserts']"
Freeze It,Jayanagar,300,3.5,35,['Ice Cream']
Chaithanya Upahar,Vijay Nagar,150,3.5,16,"['South Indian', 'Chinese']"
Just Eat,Indiranagar,500,3.5,18,"['North Indian', 'Chinese', 'Beverages']"
Ladles,Nagarbhavi,350,3.5,9,"['North Indian', 'Chinese']"
New Surya Sweets,BTM,300,3.5,7,"['Mithai', 'Fast Food']"
The Cake Lair,BTM,600,3.5,11,"['Bakery', 'Fast Food', 'Beverages']"
The Golden Spoon Restaurant Meat & Wine,Koramangala 7th Block,"1,000",3.5,14,"['Chinese', 'North Indian']"
Charcoal Chicken Barbecue,Kalyan Nagar,350,3.5,8,['BBQ']
Golden Paradise,Whitefield,300,3.5,14,"['North Indian', 'Chinese']"
Sri Sai Cafe,Basavanagudi,200,3.5,10,['South Indian']
Wood Castle,Sarjapur Road,400,3.5,14,"['North Indian', 'Chinese', 'Beverages']"
Homifoo,HSR,300,3.5,13,['North Indian']
Lets cafe,Koramangala 5th Block,250,3.5,10,"['Chinese', 'North Indian']"
The Crust Factory,"Comfort Inn Insys, Yeshwantpur",400,3.5,11,"['Bakery', 'Cafe', 'Desserts']"
New Oottupura Restaurant,New BEL Road,300,3.5,231,['Kerala']
Bawarchi Bites,Nagarbhavi,200,3.5,15,['Biryani']
Biryani Times,JP Nagar,300,3.5,16,['Biryani']
37 China Town,Hotel 37th Crescent Seshadripuram,900,3.5,58,"['Chinese', 'Thai', 'North Indian', 'South Indian', 'Continental']"
Lucky's Biriyani Point,HSR,400,3.5,10,"['Biryani', 'South Indian', 'North Indian', 'Fast Food']"
Karavali Lunch Home,Majestic,400,3.5,10,['Mangalorean']
Sri Udupi Park,Brookefield,300,3.5,14,"['South Indian', 'North Indian', 'Chinese']"
Corner Kitchen,Rajarajeshwari Nagar,500,3.5,16,['North Indian']
Raj Rasoi,Ejipura,250,3.5,12,"['North Indian', 'Chinese']"
Just Kulfi,Jeevan Bhima Nagar,400,3.5,8,"['Ice Cream', 'Fast Food']"
Healthy Bakes 'n' Brew,Jayanagar,150,3.5,4,['Bakery']
The Hub - Ibis Hotel,"Ibis Hotel, Richmond Road","2,200",3.5,29,"['Finger Food', 'Fast Food', 'Continental']"
Tandoori Club,Domlur,400,3.5,6,"['North Indian', 'Chinese', 'Biryani']"
Kuttanadu Family Restaurant,Jalahalli,600,3.5,17,"['Seafood', 'South Indian']"
Ruchi Juice & Chats Cafe,Kengeri,80,3.5,7,"['Sandwich', 'Juices']"
Two States,BTM,250,3.5,5,"['North Indian', 'South Indian', 'Chinese', 'Street Food']"
Arabian Bites,BTM,500,3.5,27,"['North Indian', 'Chinese']"
Noibidya,Marathahalli,400,3.5,46,"['North Indian', 'Bengali']"
Squeez Juice Bars,Brigade Road,200,3.5,7,"['Beverages', 'Fast Food']"
Big Chick Fried Chicken,Kaggadasapura,400,3.5,11,['Fast Food']
Tummy Delight,BTM,400,3.5,15,['North Indian']
Prashanth Naati Corner,Yelahanka,300,3.5,13,"['South Indian', 'Biryani']"
Leung Fast Food,Banaswadi,400,3.5,13,"['Chinese', 'Fast Food', 'Seafood', 'Momos']"
Al Habibi Restaurant,BTM,300,3.5,17,"['North Indian', 'Chinese']"
Hunger Buds,BTM,250,3.5,10,['North Indian']
Tellimagic Restaurant,Electronic City,400,3.5,12,"['North Indian', 'South Indian', 'Chinese']"
Paper Cup Cafe,Kalyan Nagar,400,3.5,11,"['Tea', 'Coffee', 'Fast Food']"
Funjabi,Church Street,600,3.5,142,['North Indian']
Maa Ki Rasoi,Peenya,200,3.5,5,['North Indian']
Hotel New Karavali,Hennur,550,3.5,8,"['Chinese', 'Mangalorean', 'Seafood', 'North Indian']"
Spicy Tadka,Electronic City,400,3.5,47,"['North Indian', 'Chinese', 'Bengali']"
Daawat Restaurant Bar & Pub,Koramangala 7th Block,700,3.5,9,"['Finger Food', 'North Indian', 'Seafood', 'Mangalorean', 'Chinese']"
NMR Multicuisine Restaurant,Electronic City,550,3.5,13,"['North Indian', 'Chinese', 'Arabian', 'Juices']"
Juice 99,BTM,150,3.5,22,"['Fast Food', 'Beverages']"
Madiha Biryani House,Electronic City,450,3.5,13,"['Biryani', 'North Indian', 'Beverages']"
Bay Root,BTM,400,3.5,27,"['North Indian', 'Arabian', 'Kerala']"
Basveshwara Khaanavali,Electronic City,150,3.5,15,['South Indian']
Five Star Chicken,Whitefield,300,3.5,9,['Fast Food']
Ragi Nadu,Electronic City,450,3.5,13,"['South Indian', 'Biryani', 'Chinese']"
B'lore 45 The Bar - Courtyard by Marriott,"Courtyard by Marriott Bengaluru, Hebbal","2,600",3.5,16,['North Indian']
KrumbKraft,Domlur,300,3.5,6,"['Bakery', 'European']"
ChopServe,HSR,300,3.5,5,['Chinese']
Thalassery Food Court,Bannerghatta Road,650,3.5,9,"['Kerala', 'Arabian', 'Seafood', 'Beverages']"
Top Foam Parantha Roll & Juice Centre,BTM,300,3.5,14,"['North Indian', 'Chinese', 'Fast Food', 'Rolls']"
Udupi Sagar,Nagawara,350,3.5,10,"['South Indian', 'North Indian', 'Chinese']"
Scarlet,Rammurthy Nagar,300,3.5,11,"['Bakery', 'Desserts', 'Beverages']"
All Shook Up!,Rajajinagar,300,3.5,19,"['Desserts', 'Beverages']"
Mysore Jonne Biriyani Mane,Jalahalli,200,3.5,9,['Biryani']
Sattuani,St. Marks Road,250,3.5,10,"['Bihari', 'North Indian', 'Fast Food']"
Krishna Vaibhava,BTM,350,3.5,46,"['North Indian', 'South Indian']"
Ambur Biryani,Koramangala 3rd Block,250,3.5,17,"['Biryani', 'Chinese']"
Friend's Kitchen,BTM,150,3.5,10,"['South Indian', 'Chinese']"
Strada Kitchen & Bar,Electronic City,"1,000",3.5,8,"['Chinese', 'North Indian', 'South Indian']"
Mubarak Hotel,Rajajinagar,150,3.5,14,['North Indian']
Black Rock Cafe,Marathahalli,500,3.5,22,['Cafe']
Neelkamal Sweets,City Market,300,3.5,16,['Mithai']
Eat Food,Indiranagar,400,3.5,22,"['North Indian', 'Fast Food', 'Biryani', 'Beverages']"
Durlabha Delights,Rammurthy Nagar,300,3.5,76,"['North Indian', 'Chinese']"
SV Crispy Chicken,Electronic City,200,3.5,12,['Fast Food']
Karnataka Hindu Military Hotel,Kengeri,300,3.5,11,['South Indian']
Thrilok Restaurant,Banashankari,350,3.5,10,"['Mangalorean', 'Seafood']"
New Salem Spices,Banaswadi,600,3.5,50,"['South Indian', 'Chettinad', 'Chinese']"
Egg Attack,BTM,250,3.5,10,['Fast Food']
Karavali Family Restaurant,Jayanagar,500,3.5,90,"['Seafood', 'Biryani', 'South Indian', 'North Indian', 'Chinese']"
Roll Junction,Whitefield,150,3.5,13,"['Fast Food', 'Rolls']"
Kabab Corner,BTM,250,3.5,14,"['Biryani', 'Fast Food']"
More Pizza,"Royal Meenakshi Mall, Bannerghatta Road",500,3.5,19,['Italian']
RK Fresh Food,BTM,300,3.5,14,['Fast Food']
Ambika Biryani Corner,Rajajinagar,300,3.5,38,['Biryani']
Yeruva Biriyani,Electronic City,400,3.5,40,"['Biryani', 'Chinese']"
Chai Masthi,Domlur,200,3.5,11,"['Fast Food', 'Lebanese']"
Budget Food,Old Airport Road,700,3.5,42,"['North Indian', 'Biryani']"
Hotel Karavali Beach,Seshadripuram,500,3.5,19,"['Seafood', 'Mangalorean', 'Chinese']"
Jeet Punjabi Tadka,New BEL Road,500,3.5,19,"['North Indian', 'South Indian']"
Samprith Gowdru Mudde Hotel,Rammurthy Nagar,300,3.5,16,['South Indian']
Penta Cafe,Frazer Town,350,3.5,12,"['Juices', 'Fast Food', 'Beverages']"
Sharma Family Dhaba,Jalahalli,200,3.5,26,['North Indian']
Shiv Sai Hotel,Bannerghatta Road,400,3.5,74,['North Indian']
Archanas Biryani,Yelahanka,200,3.5,45,['Biryani']
Bangalore Shadi Biriyani,Vasanth Nagar,150,3.5,57,"['Chinese', 'North Indian', 'Biryani']"
The Punjabi Park,Whitefield,500,3.5,32,['North Indian']
Atithi Veg,International Airport,250,3.5,9,"['South Indian', 'North Indian', 'Chinese']"
RPS Food Corner,Marathahalli,400,3.5,9,"['North Indian', 'Chinese', 'Bengali', 'Biryani']"
Desi Inn,Shanti Nagar,300,3.5,13,"['North Indian', 'Chinese']"
Armaani Caffe,BTM,300,3.5,12,"['Fast Food', 'Beverages']"
Chinese Corner and Bengali Mess,Sanjay Nagar,300,3.5,28,"['Chinese', 'Bengali']"
Kanha's Kafe,Koramangala 5th Block,200,3.5,12,"['Awadhi', 'Bihari', 'Fast Food', 'Ice Cream', 'Mithai']"
Gurus kitchen,Kanakapura Road,300,3.5,15,"['North Indian', 'Chinese', 'South Indian']"
Meena's Kitchen,Marathahalli,400,3.5,11,"['Continental', 'North Indian', 'Mexican']"
Five Star Chicken,Bannerghatta Road,250,3.5,9,"['Fast Food', 'Beverages']"
Navya Andhra Style Restaurant,Hosur Road,200,3.5,14,"['North Indian', 'South Indian']"
Atithi,"Global Village, Mysore Road",500,3.5,623,"['North Indian', 'Chinese']"
Best B Restaurant,HBR Layout,400,3.5,12,"['South Indian', 'North Indian', 'Chinese', 'Kerala']"
Breezes - Hotel Pigeon International,Old Airport Road,900,3.5,23,"['North Indian', 'Continental']"
Gallop Bar - Davanam Sarovar Portico Suites,"Davanam Sarovar Portico Suites, Hosur Road","1,600",3.5,11,['Finger Food']
Maestros Cafe,HBR Layout,300,3.5,8,"['Fast Food', 'Beverages']"
The Perfect Stop,Shanti Nagar,300,3.5,11,"['Italian', 'Fast Food', 'Pizza']"
Banana Leaf,Domlur,500,3.5,12,['Andhra']
Chitu's Kitchen,Indiranagar,450,3.5,12,"['North Indian', 'Chinese']"
Blueberry Restaurant,Bellandur,400,3.5,51,"['North Indian', 'Biryani', 'South Indian']"
Jumeirah Restaurant,Hennur,800,3.5,31,"['North Indian', 'Mughlai']"
Donne Biryani Angadi Mane,RT Nagar,250,3.5,124,"['Biryani', 'Chinese']"
Shri Family Restaurant,Rajajinagar,400,3.5,11,"['South Indian', 'North Indian', 'Chinese', 'Seafood']"
Bufferia Express,Marathahalli,800,3.5,20,"['North Indian', 'Chinese']"
Idli Weds Chutney,Yelahanka,200,3.5,7,['South Indian']
Natural Mumbai Kulfi,BTM,100,3.5,9,['Ice Cream']
Eatsy,Electronic City,300,3.5,12,"['North Indian', 'South Indian']"
Dr. Harry's Chick Blast,Rammurthy Nagar,500,3.5,26,['Continental']
Cafe Tom & Bean,Jalahalli,400,3.5,16,"['Cafe', 'Sandwich']"
Swadisht Inn,Rajajinagar,700,3.5,15,"['Andhra', 'South Indian', 'Biryani', 'North Indian', 'Mangalorean']"
Sandwich Cafe,RT Nagar,250,3.5,17,['Fast Food']
S R & Sons Bakery,Commercial Street,100,3.5,11,['Bakery']
New Udupi Grand,JP Nagar,300,3.5,47,"['South Indian', 'North Indian', 'Chinese']"
Juiced Burger,HSR,750,3.5,5,['Burger']
Moyra,Rammurthy Nagar,300,3.5,105,['Mithai']
Annapurna Foods,Bellandur,600,3.5,14,"['North Indian', 'Chinese', 'Hyderabadi', 'Biryani']"
Bengaluru Square,Marathahalli,300,3.5,25,"['Chinese', 'Beverages', 'Andhra']"
BBxR,Marathahalli,400,3.5,11,"['Biryani', 'Kebab']"
Nainital North Indian Restaurant,Electronic City,400,3.5,75,"['North Indian', 'Biryani', 'Chinese']"
Meridian South - A Pure Vegetarian Restaurant,Electronic City,600,3.5,12,"['North Indian', 'South Indian', 'Chinese']"
Shree Mahalakshmi Sweets,HSR,100,3.5,15,['Mithai']
Whisk' N Creme',BTM,300,3.5,12,['Bakery']
Chai Resto,Bellandur,200,3.5,9,"['Fast Food', 'Tea']"
SEAPOT,Marathahalli,600,3.5,11,"['North Indian', 'South Indian']"
Ammus Hot N Cool,BTM,300,3.5,84,"['North Indian', 'Fast Food', 'Kebab', 'Rolls', 'Beverages']"
Swadist Restaurant,Marathahalli,300,3.5,18,"['Oriya', 'South Indian', 'Fast Food']"
11 to 11 Express Biriyanis,Electronic City,300,3.5,24,"['Biryani', 'Kebab']"
Chinnu's Mane Biryani,Banaswadi,300,3.5,11,['Biryani']
Sree Ganesha Fruits & Juice,Bannerghatta Road,100,3.5,7,['Juices']
Shree Idly Corner,Commercial Street,100,3.5,4,['South Indian']
Kabab Nation Corner,Brigade Road,500,3.5,75,"['Chinese', 'Arabian', 'Fast Food']"
Box of Biryani,Koramangala 6th Block,400,3.5,9,"['Biryani', 'North Indian', 'Kebab']"
Cochin Connection,Koramangala 6th Block,500,3.5,43,"['Kerala', 'South Indian']"
Meghana Grand,Whitefield,800,3.5,132,"['Biryani', 'Andhra']"
Kaaka T Cafe,BTM,400,3.5,6,['Fast Food']
Sri Sagar,Banaswadi,300,3.5,11,"['South Indian', 'Street Food']"
New Kadai,Kalyan Nagar,550,3.5,24,"['North Indian', 'Chinese']"
Container Coffee,Ulsoor,200,3.5,12,['South Indian']
Samovar Cafe,Nagawara,500,3.5,9,"['Kerala', 'South Indian', 'Chinese']"
Bawarchi Paradise,Bannerghatta Road,500,3.5,92,"['North Indian', 'Biryani']"
Neffy's - Cakes & More,Indiranagar,300,3.5,24,['Bakery']
Trinity Club Lounge,"Fortune Select Trinity, Whitefield","1,500",3.5,20,['Finger Food']
Zaffron Express,Electronic City,550,3.5,8,"['North Indian', 'Chinese', 'Biryani']"
New Raghu Refreshment,Jalahalli,150,3.5,12,"['South Indian', 'Chinese']"
7 Degrees North,HSR,500,3.5,11,['North Indian']
@Italy,"Krishna Kuteer, HSR",700,3.5,40,"['Italian', 'Pizza']"
Simple Thindies,Banashankari,200,3.5,8,['South Indian']
Ande Ka Funda,Kumaraswamy Layout,250,3.5,121,"['North Indian', 'Chinese', 'Rolls']"
SVR Foods - Night Ka Khana,JP Nagar,400,3.5,15,"['North Indian', 'South Indian']"
Grand Taj Durbar,Electronic City,300,3.5,13,"['North Indian', 'Chinese']"
Mangalore Lunch Home,Whitefield,300,3.5,14,"['North Indian', 'South Indian', 'Mangalorean']"
Swasthi Spice Restaurant,Rajajinagar,600,3.5,590,"['Andhra', 'North Indian', 'Chinese', 'Biryani']"
Coastal Inn,Bannerghatta Road,800,3.5,65,"['Chinese', 'North Indian', 'Seafood']"
G. P. S. Kaapi Thindi,Malleshwaram,150,3.5,14,['Street Food']
Carbs n Kalories,"Varthur Main Road, Whitefield",300,3.5,12,['North Indian']
Hotel Panchami Grand,New BEL Road,550,3.5,16,"['Chinese', 'North Indian', 'South Indian']"
Sri Krishna Sagar,HSR,400,3.5,241,"['South Indian', 'North Indian', 'Chinese', 'Street Food', 'Juices']"
The Lovin' Oven Cakery,Banaswadi,500,3.5,11,"['Bakery', 'Desserts']"
Rosewood International Hotel - Bar & Restaurant,Mysore Road,800,3.5,8,"['North Indian', 'South Indian', 'Andhra', 'Chinese']"
Lima Resto Cafe,Yelahanka,600,3.5,13,"['Kerala', 'North Indian', 'Chinese', 'Beverages']"
Thavarumane Thindi,Kanakapura Road,350,3.5,11,['North Indian']
SoopeRolls,BTM,250,3.5,11,"['Fast Food', 'Rolls']"
Nalamaharaja,New BEL Road,500,3.5,12,['North Indian']
Party Hut,KR Puram,200,3.5,9,"['Beverages', 'Fast Food']"
Hotel Dine City,HSR,800,3.5,84,"['North Indian', 'South Indian', 'Chinese', 'Arabian']"
The Maori - Aurick Boutique Hotel,Aurick Boutique Hotel,"1,000",3.5,44,"['Chinese', 'North Indian']"
Totaram's Paranthas,New BEL Road,300,3.5,141,['North Indian']
Sandharshini Veg,Old Madras Road,150,3.5,20,"['South Indian', 'Chinese', 'Street Food']"
The Choux Box,Koramangala 6th Block,300,3.5,11,"['Desserts', 'Bakery']"
Cluxi,Kammanahalli,300,3.5,13,['Fast Food']
Tandoor Chai House,JP Nagar,200,3.5,7,"['Street Food', 'Sandwich', 'Rolls', 'Beverages']"
Food Hub,RT Nagar,400,3.5,15,"['North Indian', 'Chinese']"
Eater's Cart,Rajajinagar,250,3.5,16,"['Chinese', 'Continental', 'North Indian', 'South Indian']"
New Selfie Restaurant,Jalahalli,600,3.5,16,['North Indian']
Golkonda Chimney,Marathahalli,850,3.5,1832,"['Biryani', 'North Indian', 'Mughlai']"
Makaranda,"Hotel Grand Bee, Yeshwantpur",750,3.5,14,"['North Indian', 'Chinese', 'South Indian', 'Mughlai']"
K V Canteen,Commercial Street,100,3.5,17,['South Indian']
Cafe Robusta,Yelahanka,200,3.5,11,"['Beverages', 'Juices', 'Fast Food']"
Kerala Panoor Restaurant,Bellandur,350,3.5,150,"['Kerala', 'Seafood', 'Biryani', 'South Indian']"
Home Food,Kammanahalli,300,3.5,17,['South Indian']
Monarch,Brigade Road,700,3.5,10,"['North Indian', 'Chinese', 'Continental', 'South Indian']"
Deli Counter - Gateway Hotel,"The Gateway Hotel, Residency Road",500,3.5,6,['Bakery']
Cane Recipes,"Gopalan Innovation Mall, Bannerghatta",100,3.5,14,['Juices']
Sanje Time,Magadi Road,400,3.5,10,['South Indian']
Halli Mane Food Court,Frazer Town,100,3.5,11,['South Indian']
Delhi Darbar Restaurant,Jalahalli,250,3.5,18,"['North Indian', 'Chinese']"
H R Family Restaurant,Jalahalli,400,3.5,26,"['North Indian', 'Chinese']"
Goa 0 Km,Kumaraswamy Layout,400,3.5,174,"['Goan', 'North Indian', 'Chinese', 'Biryani', 'Seafood']"
Spoon Me,Whitefield,400,3.5,9,"['Bengali', 'North Indian', 'Chinese']"
Dining Hut,Kumaraswamy Layout,400,3.5,14,"['North Indian', 'Chinese', 'South Indian']"
Hotel Gowda's,Yeshwantpur,450,3.5,80,"['Biryani', 'North Indian', 'Chinese']"
Silver Leaf - Ramee Guestline Hotels,Ramee Guestline Hotels,900,3.5,17,"['Continental', 'Mughlai', 'North Indian', 'Chinese']"
The Little Chef,HSR,600,3.5,137,"['North Indian', 'Chinese']"
BBCUE Whitefield,Vivanta Whitefield,"2,400",3.5,8,['Continental']
In Time Cane Juice,Kumaraswamy Layout,100,3.5,10,"['Juices', 'Beverages']"
Sri Vishnu Sagar,Koramangala 4th Block,250,3.5,56,"['South Indian', 'North Indian']"
Bisimillah Biriyani,BTM,300,3.5,11,"['Biryani', 'Fast Food']"
Bhaiya Ji Food Court,Electronic City,300,3.5,8,"['North Indian', 'Chinese']"
Doner Bel,New BEL Road,400,3.5,64,"['Turkish', 'Chinese']"
5th Main Cafe,HSR,250,3.5,15,"['Cafe', 'Fast Food']"
Cafe Republic,Yelahanka,500,3.5,17,"['Cafe', 'Fast Food']"
Ammachide Addukala,Bannerghatta Road,300,3.5,7,['Kerala']
Milkshake Kulture,Electronic City,300,3.5,10,['Beverages']
Manasa Cool Cafe,Electronic City,300,3.5,9,"['Fast Food', 'Juices', 'Cafe', 'Desserts']"
Green Go,"Vega City, Bannerghatta Road",200,3.5,6,"['Beverages', 'Juices']"
Tenco Infusions,Indiranagar,200,3.5,15,"['Beverages', 'Salad']"
Cafe Indiana,Bannerghatta Road,600,3.5,17,"['Fast Food', 'Desserts']"
The Juice Box,Rammurthy Nagar,200,3.5,6,"['Juices', 'Fast Food']"
Snaxup Restaurant,BTM,300,3.5,31,"['North Indian', 'Fast Food', 'Beverages']"
Wite & Ello,Banashankari,200,3.5,8,['Mangalorean']
De Lawn Cafe and Restaurant,International Airport,500,3.5,9,['Cafe']
Pratima Food Zone,HSR,150,3.5,23,"['South Indian', 'Chinese']"
Ishwaryam,Whitefield,250,3.5,8,"['South Indian', 'Fast Food']"
Nandini Andhra Style Mess,Old Airport Road,350,3.5,30,"['North Indian', 'Chinese', 'South Indian']"
Kinara Family Restaurant,Electronic City,600,3.5,12,"['South Indian', 'North Indian', 'Chinese']"
Sunshadow.in,Kaggadasapura,400,3.5,10,"['North Indian', 'Chinese']"
The Wok Shop,International Airport,500,3.5,4,"['Asian', 'Indonesian', 'Korean', 'Chinese', 'Fast Food']"
Aithals Mithra Koota,Banashankari,100,3.5,14,['South Indian']
Sattvic,Electronic City,450,3.5,11,"['South Indian', 'North Indian']"
Shiv Shankar Hotel,Electronic City,350,3.5,10,"['North Indian', 'Chinese']"
Coastal Family Resto Bar,Jayanagar,750,3.5,81,"['Andhra', 'North Indian', 'Chinese', 'Mangalorean', 'Seafood', 'Biryani']"
Estaa Sweets,Whitefield,300,3.5,8,['Mithai']
Lassi Magic,BTM,150,3.5,13,['Beverages']
Flavour A Azam,Electronic City,400,3.5,43,['North Indian']
Chaithanya Xpress,Indiranagar,250,3.5,13,"['South Indian', 'North Indian', 'Chinese']"
UBCR,Marathahalli,"1,000",3.5,9,"['Italian', 'American', 'Chinese', 'Arabian', 'North Indian', 'Cafe']"
Laxmi Juices & Chats,Mysore Road,100,3.5,20,"['Juices', 'Street Food']"
Donne Biryani House,Rajajinagar,300,3.5,46,['Biryani']
Hot 'N' Fresh,Electronic City,250,3.5,8,['Fast Food']
The Cupcake Story,Yeshwantpur,300,3.5,13,['Bakery']
Sree Ganesha Fruit Juice Centre,Kammanahalli,100,3.5,10,"['Beverages', 'Juices']"
Dessert Rose,Banashankari,500,3.5,7,['Desserts']
Halli Mane Rotti,Indiranagar,150,3.5,10,['South Indian']
Lassi Corner,Whitefield,200,3.5,18,"['Beverages', 'Desserts']"
Panda Foods,Marathahalli,300,3.5,15,"['North Indian', 'Juices']"
New Tandoor,CV Raman Nagar,550,3.5,297,"['North Indian', 'Chinese', 'Mughlai', 'Rolls']"
Om Ganesh Fruit Juice Centre,Indiranagar,100,3.5,8,"['Juices', 'Ice Cream', 'Desserts']"
Chicken Magic,BTM,300,3.5,226,"['Chinese', 'North Indian']"
Hasee-E-Shan Makers Of Biryani,Whitefield,500,3.5,17,"['Biryani', 'Mughlai', 'North Indian']"
CHAAI BEE,Koramangala 7th Block,250,3.5,8,"['Beverages', 'Fast Food', 'Street Food']"
Sannidhi Veg,Magadi Road,400,3.5,19,"['South Indian', 'North Indian', 'Chinese']"
Vijaya Gardenia,Banaswadi,500,3.5,67,"['North Indian', 'Chinese', 'Andhra']"
Garden Kabab Corner,Yeshwantpur,300,3.5,10,['North Indian']
