rest_index,rest_name,locality,cost_for_two,rating,votes,score,cuisines
127,"3B's - Buddies, Bar & Barbecues",Marathahalli,"1,100",4.5,1962,4.483,"['North Indian', 'Mediterranean', 'European', 'BBQ']"
124,Mudpipe Cafe,BTM,900,4.5,1894,4.482,"['Cafe', 'Continental', 'Burger']"
126,Pasta Street,Indiranagar,"1,300",4.5,1726,4.481,"['Italian', 'Pizza', 'Salad']"
86,Smoor,Indiranagar,900,4.5,1752,4.481,"['Desserts', 'Cafe', 'Beverages']"
123,Sharief Bhai,Koramangala 5th Block,700,4.5,1657,4.48,"['Mughlai', 'Biryani']"
70,The Permit Room,Brigade Road,"1,500",4.5,1637,4.48,['South Indian']
109,eat.fit,HSR,500,4.5,1260,4.474,"['Healthy Food', 'North Indian', 'Biryani', 'Continental', 'Desserts']"
42,The Blue Wagon - Kitchen,Jayanagar,400,4.6,254,4.471,"['Cafe', 'Beverages']"
87,Vanilla Sky,HSR,"1,200",4.5,1037,4.468,"['Chinese', 'Continental', 'North Indian', 'Finger Food']"
57,HOMMS,Marathahalli,300,4.6,246,4.467,"['Momos', 'Chinese', 'Fast Food']"
74,The Terrace at Gilly's Redefined,"Gilly's Redefined, Koramangala 4th Block","1,400",4.5,1000,4.467,"['Continental', 'Finger Food', 'Asian', 'North Indian']"
79,Fire Station,Electronic City,"1,200",4.5,973,4.466,"['Continental', 'Mexican', 'Burger', 'Desserts', 'Italian', 'Pizza', 'North Indian', 'Chinese']"
94,Output Bengaluru,"Soul Space Arena Mall, Marathahalli","1,000",4.5,941,4.465,"['North Indian', 'Continental']"
75,ANTIGRAVITY,Marathahalli,"1,500",4.5,876,4.463,"['Continental', 'North Indian', 'Chinese', 'BBQ']"
106,ASEAN - On The Edge,Barton Centre,"1,800",4.5,881,4.463,"['Asian', 'Thai']"
71,Pin Me Down,Koramangala 7th Block,800,4.5,855,4.462,"['Continental', 'Mexican', 'Chinese', 'North Indian']"
83,The Asian Curry House,"Mantri Square, Malleshwaram","1,000",4.5,800,4.46,"['Vietnamese', 'Thai', 'Burmese', 'Japanese']"
47,Monet's Bistro,Indiranagar,600,4.6,230,4.459,"['Cafe', 'Beverages']"
82,Bloomsbury's Global Kitchen & Bakehouse,Whitefield,900,4.5,761,4.458,"['Cafe', 'Salad', 'Italian', 'American', 'Bakery', 'Beverages']"
118,Chinita Real Mexican Food,Koramangala 5th Block,"1,200",4.5,773,4.458,['Mexican']
59,Toscano,"Forum Mall, Koramangala","1,500",4.5,758,4.457,"['Italian', 'Salad']"
112,Café Felix,"1 MG Road Mall, MG Road","1,700",4.5,735,4.456,"['American', 'Cafe', 'Continental']"
90,Big Wong XL,Koramangala 5th Block,"1,400",4.5,735,4.456,"['Chinese', 'Sushi', 'Asian', 'Thai']"
33,The Twisted Desi,Indiranagar,"1,000",4.6,221,4.455,"['Continental', 'Italian', 'North Indian', 'Chinese']"
80,Karavalli - The Gateway Hotel,"The Gateway Hotel, Residency Road","3,500",4.5,682,4.453,"['Mangalorean', 'Konkan', 'Seafood', 'Kerala']"
113,Aligarh House,HSR,400,4.5,631,4.449,"['North Indian', 'Biryani', 'Awadhi', 'Mughlai']"
100,Galito's,Whitefield,"1,000",4.5,598,4.447,"['African', 'Burger', 'Desserts', 'Beverages', 'Fast Food', 'Salad']"
128,XO Belgian Waffle,BTM,400,4.5,583,4.445,"['Desserts', 'Beverages']"
110,Market Table,Koramangala 5th Block,900,4.5,575,4.445,"['Cafe', 'Continental', 'Mediterranean', 'Beverages']"
119,Alba - JW Marriott Bengaluru,"JW Marriott Bengaluru, Lavelle Road","4,000",4.5,582,4.445,['Italian']
