rest_index,rest_name,locality,cost_for_two,rating,votes,score,cuisines
2797,BIB - Breakfast in the Box,HSR,600,3.8,211,3.771,"['American', 'Sandwich']"
2519,The Happy Vegetarian,Vijay Nagar,500,3.8,216,3.771,"['North Indian', 'Chinese']"
2728,M.M Restaurant,HSR,400,3.8,207,3.77,"['Chinese', 'North Indian', 'Biryani']"
1830,Fried N Fabulous,JP Nagar,250,3.9,47,3.77,"['Burger', 'Chinese']"
2266,Hotel Manu Residency,Whitefield,550,3.8,201,3.77,"['Andhra', 'North Indian', 'Chinese', 'Biryani']"
1703,White Elefan Coffee and Snack Bar,Koramangala 6th Block,550,3.9,47,3.77,"['Coffee', 'Fast Food', 'Chinese', 'Beverages']"
2666,Kunda Biryani,CV Raman Nagar,800,3.8,202,3.77,"['Hyderabadi', 'Biryani', 'North Indian']"
1959,Hotel Ayodhya Upahar,Sadashiv Nagar,200,3.9,47,3.77,"['South Indian', 'Chinese']"
2140,Foodbell,Sarjapur Road,300,3.9,47,3.77,"['North Indian', 'Chinese', 'Biryani']"
2017,Falafel's - The Lebanese Haus,Malleshwaram,300,3.9,47,3.77,['Lebanese']
1620,House Stark Cafe,HSR,300,3.9,47,3.77,"['Cafe', 'Desserts', 'Fast Food', 'Burger']"
2689,Pinxx - Royal Orchid Central,"Royal Orchid Central, MG Road","1,600",3.8,200,3.769,"['Italian', 'European']"
2203,Traffic Jam,Nagawara,350,3.8,195,3.769,['North Indian']
2198,Head O State,Indiranagar,"1,000",3.8,200,3.769,"['Continental', 'Chinese', 'North Indian']"
2318,Southinn,HSR,250,3.8,191,3.768,"['South Indian', 'Fast Food', 'Chinese', 'North Indian', 'Street Food']"
2222,Zyara,HBR Layout,650,3.8,191,3.768,"['North Indian', 'Mughlai', 'Chinese']"
2522,Magix's Parattha Roll,BTM,400,3.8,191,3.768,"['Fast Food', 'North Indian', 'Chinese', 'Mughlai', 'Rolls']"
2901,Bulls N Bears - Bar Trade Xchange,Koramangala 5th Block,"1,000",3.8,193,3.768,"['Finger Food', 'North Indian', 'Continental', 'Pizza']"
2405,Cafe Mist,JP Nagar,500,3.8,187,3.768,"['Cafe', 'American', 'Continental', 'Italian']"
2511,SLV Swadishta,Banashankari,300,3.8,192,3.768,['South Indian']
2510,Bearful,Sarjapur Road,"1,000",3.8,183,3.767,"['Continental', 'North Indian', 'Chinese', 'Pizza']"
2649,White Horse,JP Nagar,400,3.8,183,3.767,"['North Indian', 'Mangalorean', 'Chinese']"
2816,Foodies Delight,Whitefield,400,3.8,185,3.767,"['North Indian', 'Fast Food', 'Beverages']"
2383,Little Bites,New BEL Road,400,3.8,184,3.767,['Fast Food']
2708,Donne Biriyani Mane,Basaveshwara Nagar,300,3.8,181,3.767,['Biryani']
2413,Hind Ka Chulah,"Royal Meenakshi Mall, Bannerghatta Road",600,3.8,182,3.767,"['North Indian', 'Biryani']"
2751,Malenadu Kitchen,Kanakapura Road,700,3.8,177,3.766,"['South Indian', 'North Indian', 'Chinese']"
2032,South Spicy Bites Express,Sahakara Nagar,400,3.9,45,3.766,"['Seafood', 'Chinese', 'South Indian']"
1663,Ramdev Sagar,Brookefield,250,3.9,45,3.766,"['South Indian', 'Chinese', 'Street Food']"
2271,Firangi Rasoi,Kanakapura Road,500,3.8,175,3.766,"['Italian', 'Burger', 'Pizza', 'Continental']"
2477,Hongkong Noodles,Rammurthy Nagar,750,3.8,175,3.766,['Chinese']
2558,As On Fire,HSR,400,3.8,174,3.766,"['Pizza', 'Fast Food', 'BBQ']"
2361,The Sofraah Kebabs & Kurries - Eden Park Restaurants,Eden Park Restaurants,"1,350",3.8,176,3.766,"['North Indian', 'Afghan']"
2623,Sammaan Restaurant,Jalahalli,"1,000",3.8,178,3.766,"['North Indian', 'Chinese', 'Continental', 'Biryani']"
2810,Grand Village,Basavanagudi,600,3.8,170,3.765,"['North Indian', 'Rajasthani']"
2759,Taza Tawa,Jeevan Bhima Nagar,550,3.8,173,3.765,"['North Indian', 'Chinese', 'Kebab', 'Beverages']"
2579,Foody's,Shanti Nagar,400,3.8,171,3.765,"['North Indian', 'South Indian', 'Chinese', 'Beverages']"
2583,Barcode,Koramangala 4th Block,"1,300",3.8,172,3.765,"['South Indian', 'North Indian']"
1628,Vegetarea,Electronic City,250,3.9,44,3.765,['South Indian']
2237,Zabi,HBR Layout,300,3.8,173,3.765,['Biryani']
2533,Not Just Parathas,Kaggadasapura,500,3.8,171,3.765,"['North Indian', 'Chinese']"
2288,Patefull,Nagarbhavi,300,3.8,170,3.765,"['North Indian', 'Chinese', 'Rolls']"
2191,Mother's Rasoi,Bannerghatta Road,250,3.8,172,3.765,"['North Indian', 'Chinese', 'Momos']"
2289,Namaste Kitchen,Koramangala 5th Block,550,3.8,172,3.765,"['North Indian', 'South Indian', 'Chinese']"
1722,Ajwa Thalassery Biryani,Sarjapur Road,500,3.9,44,3.765,['Biryani']
2651,Manchow,Bellandur,600,3.8,173,3.765,"['Chinese', 'Asian', 'Momos']"
2866,The Chennai Express,Indiranagar,250,3.8,172,3.765,"['South Indian', 'Chinese', 'North Indian']"
2551,Jain's Thatte Idli,Yelahanka,150,3.8,163,3.764,['South Indian']
2643,Abhiruchi,Kammanahalli,650,3.8,167,3.764,"['Andhra', 'Seafood', 'North Indian', 'Chinese']"
2850,Donne Biriyani Mane,Banaswadi,300,3.8,164,3.764,['Biryani']
2557,Salaam Sigri Rolls & Kebabs,New BEL Road,300,3.8,162,3.764,"['Rolls', 'Mughlai']"
2619,Food Zone,Basaveshwara Nagar,400,3.8,165,3.764,"['North Indian', 'Chinese']"
2645,Smacznego,Vijay Nagar,650,3.8,158,3.763,"['Cafe', 'Mexican', 'Italian', 'Momos']"
2276,Lounge 189,HSR,"1,300",3.8,159,3.763,"['Continental', 'Italian']"
2213,Namak Swad Anusaar,Marathahalli,400,3.8,157,3.763,"['North Indian', 'Chinese', 'Biryani', 'Rolls']"
1696,Shahi Kabab,Frazer Town,200,3.9,43,3.763,['Rolls']
1809,Ishta Cafe,Jayanagar,500,3.9,43,3.763,"['Pizza', 'South Indian', 'Healthy Food']"
2164,Udupi Nalapaka,Bellandur,400,3.9,43,3.763,"['South Indian', 'North Indian', 'Chinese']"
1973,Waffle Square,Marathahalli,300,3.9,43,3.763,"['Desserts', 'Beverages', 'Ice Cream']"
2093,Namaste,BTM,100,3.9,43,3.763,['South Indian']
2730,Green Gardenia,Banashankari,700,3.8,161,3.763,"['North Indian', 'Chinese']"
2572,The Oriental Spice - Ashraya Hotel,"Ashraya Hotel, Infantry Road","1,300",3.8,159,3.763,"['Chinese', 'Thai', 'Indonesian']"
1725,Jingo BBQ & Burgers,Kammanahalli,600,3.9,43,3.763,"['Burger', 'BBQ']"
2611,Bhorpet,Rammurthy Nagar,300,3.8,153,3.762,"['North Indian', 'Bengali']"
2867,Veruthe Oru Thattukada,Bannerghatta Road,400,3.8,153,3.762,"['Kerala', 'South Indian']"
2327,Donne Biriyani Mane,Indiranagar,350,3.8,156,3.762,"['Biryani', 'Mughlai']"
2245,Coco Grove Beer Cafe,Church Street,800,3.8,152,3.762,['Continental']
2568,The Belgian Waffle Co.,Jayanagar,350,3.8,156,3.762,"['Desserts', 'Beverages']"
1642,Doctor Juice,Kammanahalli,300,3.9,42,3.761,"['Juices', 'Healthy Food']"
2822,Desi Doze,Whitefield,400,3.8,147,3.761,"['North Indian', 'Fast Food']"
2610,Reddy Home Mess,Yelahanka,350,3.8,148,3.761,"['South Indian', 'Andhra']"
1974,Bombay Kulfi,Marathahalli,150,3.9,42,3.761,"['Desserts', 'Ice Cream']"
1788,Hotel Green Tara,Brigade Road,500,3.9,42,3.761,"['Chinese', 'Tibetan', 'Momos']"
2144,Parrattha Ssinghh,Bellandur,250,3.9,42,3.761,['North Indian']
2892,Kirthi's Biryani,Banashankari,700,3.8,147,3.761,"['Chinese', 'Cafe', 'Italian']"
2311,Spice Up,JP Nagar,600,3.8,148,3.761,['Chinese']
2547,Harshi Super Sandwich,Basavanagudi,150,3.8,150,3.761,"['Fast Food', 'Street Food']"
1868,The Good Bowl,RT Nagar,500,3.9,42,3.761,"['Asian', 'Biryani', 'North Indian']"
2124,Surya Refreshments,Malleshwaram,150,3.9,41,3.76,['South Indian']
2138,Chef's Cap Chinese Cuisine Restaurant,Old Airport Road,400,3.9,41,3.76,['Chinese']
1773,Bengal Sweets,Jalahalli,300,3.9,41,3.76,"['Mithai', 'Street Food']"
2605,Keto Kitchen,Kalyan Nagar,700,3.8,142,3.76,"['Healthy Food', 'Continental', 'North Indian']"
2637,Four Seasons Fast Food Center,Malleshwaram,400,3.8,143,3.76,"['North Indian', 'Chinese', 'Biryani']"
1636,Sri Devi Baker's,BTM,200,3.9,41,3.76,"['Bakery', 'Street Food']"
1811,New Fishland,Malleshwaram,400,3.9,41,3.76,"['Seafood', 'Chinese', 'North Indian', 'South Indian']"
1984,Oakleaf,"Forum Neighbourhood Mall, Whitefield","2,000",3.9,41,3.76,"['Asian', 'Continental', 'North Indian', 'Italian']"
2516,Twins,Kammanahalli,500,3.8,139,3.759,"['North Indian', 'Chinese', 'Continental']"
2589,Savi Sagar,Malleshwaram,450,3.8,139,3.759,"['North Indian', 'South Indian', 'Chinese', 'Street Food', 'Beverages']"
2738,Biryani Paradise,Whitefield,700,3.8,139,3.759,"['Andhra', 'Biryani']"
2196,Viceroy's Sarathi,Indiranagar,750,3.8,141,3.759,"['North Indian', 'Chinese', 'Mughlai']"
2541,Sri Vishnu Grand,Sarjapur Road,400,3.8,139,3.759,"['South Indian', 'North Indian', 'Chinese']"
2306,Alter Ego D'Deli,Kalyan Nagar,650,3.8,141,3.759,"['Cafe', 'Continental', 'Italian', 'Burger', 'Pizza', 'Salad', 'Steak']"
2819,Dwaraka Grand,Kumaraswamy Layout,500,3.8,135,3.758,"['South Indian', 'Chinese', 'North Indian', 'Fast Food']"
2252,Hotel New Karavali,Banashankari,300,3.8,136,3.758,"['Mangalorean', 'South Indian', 'North Indian']"
2574,Mother's Meal,CV Raman Nagar,200,3.8,134,3.758,['North Indian']
2411,JS Food Court,Kammanahalli,400,3.8,134,3.758,"['Fast Food', 'Juices']"
1808,Delightz,Koramangala 6th Block,300,3.9,40,3.758,"['Desserts', 'Fast Food']"
2350,Shreedevi,Indiranagar,600,3.8,131,3.757,"['North Indian', 'Chinese']"
2696,Kundana,Bannerghatta Road,800,3.8,133,3.757,"['Andhra', 'Biryani']"
2273,Urban Flavours,"Attide Hotel, Jakkur","1,000",3.8,131,3.757,"['North Indian', 'South Indian', 'Continental']"
2585,Funky Punjab,BTM,400,3.8,128,3.756,"['North Indian', 'Chinese']"
2041,KA 51 Restocafe,Electronic City,650,3.9,39,3.756,['Cafe']
1670,Parathe Wali Gali,Wilson Garden,250,3.9,39,3.756,['North Indian']
2353,Izakaya Gastro Pub,Whitefield,"1,200",3.8,128,3.756,"['North Indian', 'Continental', 'Mediterranean']"
2028,Fish Factory-Citrus Hotel,"Citrus Hotels, Cunningham Road","2,600",3.9,39,3.756,['Seafood']
1687,NV Naidu Hotel,City Market,250,3.9,39,3.756,['Biryani']
2443,Ice Thunder,Basavanagudi,300,3.8,126,3.756,"['South Indian', 'Fast Food', 'North Indian', 'Desserts']"
2286,Park View Restaurant,Vijay Nagar,600,3.8,128,3.756,"['North Indian', 'Chinese', 'Continental']"
2624,Kerala Mess Upahar,Bellandur,300,3.8,127,3.756,"['Kerala', 'Biryani', 'South Indian']"
2033,Sri Venkateshwara Sweet Meat Stall,JP Nagar,400,3.9,39,3.756,"['Mithai', 'Street Food', 'North Indian', 'Chinese']"
2836,Absolute Shawarma,Marathahalli,150,3.8,124,3.755,['Lebanese']
2747,Just Bake,Koramangala 5th Block,400,3.8,125,3.755,['Bakery']
2724,Paradox Rest-O-Cafe,Kalyan Nagar,600,3.8,124,3.755,"['Continental', 'Steak']"
2632,The Higher Taste Stores,Malleshwaram,300,3.8,122,3.754,"['Fast Food', 'Bakery']"
2051,Machali Port,JP Nagar,750,3.9,38,3.754,"['Mangalorean', 'Seafood', 'North Indian']"
2336,Waah Biryani,JP Nagar,350,3.8,119,3.754,"['North Indian', 'Chinese', 'Biryani']"
1863,Vayam Veg Fine Dine,Magadi Road,700,3.9,38,3.754,"['North Indian', 'South Indian', 'Chinese', 'Mexican']"
1813,Bhagini Kitchen And Bar,Marathahalli,"1,100",3.9,38,3.754,"['Andhra', 'South Indian', 'Chinese', 'North Indian']"
1819,Rajpurohit Sweets,Banaswadi,100,3.9,38,3.754,"['Street Food', 'Mithai']"
2586,Rolls Mania,Whitefield,450,3.8,122,3.754,"['Rolls', 'Fast Food']"
1797,Painted Platters,"Skywalk, Ulsoor",300,3.9,38,3.754,"['Bakery', 'Desserts']"
2607,Health Gourmet,Sarjapur Road,600,3.8,117,3.753,"['Continental', 'American', 'Mediterranean', 'Healthy Food']"
2740,Mango Tree Grand,Bellandur,700,3.8,117,3.753,"['Andhra', 'North Indian']"
2581,Food Palace,Kengeri,450,3.8,117,3.753,"['North Indian', 'Chinese', 'South Indian', 'Arabian']"
2233,Indus Family Restaurant,BTM,600,3.8,117,3.753,"['North Indian', 'Biryani', 'Chinese']"
2893,Fandom at Gilly's Redefined,"Gilly's Redefined, Koramangala 4th Block","1,500",3.8,116,3.753,['Finger Food']
2698,Parivar,Jayanagar,500,3.8,114,3.752,"['North Indian', 'Chinese']"
2261,Keys Cafe - Keys Select Hotel,Keys Hotel - Electronic City,"1,200",3.8,115,3.752,"['Chinese', 'Continental', 'North Indian', 'Sandwich']"
2502,Cafe Olive,Bellandur,550,3.8,114,3.752,"['Cafe', 'European', 'Beverages', 'Italian']"
2884,Ann Kosh,Rajarajeshwari Nagar,600,3.8,113,3.752,"['North Indian', 'Chinese', 'Biryani']"
2640,Dosa Time,Sarjapur Road,200,3.8,114,3.752,['South Indian']
2330,Messy's,Electronic City,400,3.8,110,3.751,['Fast Food']
2275,One Atria Cafe,Radisson Blu Atria,"1,600",3.8,111,3.751,"['South Indian', 'Continental', 'North Indian']"
2458,Retro Lounge Bar,Ulsoor,"1,400",3.8,110,3.751,"['North Indian', 'Chinese']"
2736,Avon Bar & Kitchen,BTM,700,3.8,109,3.75,"['Andhra', 'Chinese', 'North Indian']"
2331,Sufi Restaurant & Cafe,Banaswadi,800,3.8,108,3.75,"['Iranian', 'Mughlai', 'Chinese']"
2396,Friends Night Kitchen,Koramangala 6th Block,400,3.8,109,3.75,"['Italian', 'Pizza']"
2376,Squeez Juice Bar,"Phoenix Market City Mall, Whitefield",150,3.8,106,3.749,"['Beverages', 'Sandwich', 'Desserts']"
2231,Ritika's KKitchen,JP Nagar,350,3.8,106,3.749,"['Biryani', 'South Indian', 'Andhra']"
2356,Leela's Kitchen,Banaswadi,400,3.8,104,3.749,"['Kerala', 'South Indian', 'North Indian', 'Chinese']"
2430,Currylicious,Jakkur,500,3.8,104,3.749,"['South Indian', 'Mangalorean', 'Kerala']"
2569,Kevins Kitchen,Koramangala 6th Block,400,3.8,106,3.749,"['North Indian', 'Chinese', 'Biryani']"
2577,Noodles,Banaswadi,500,3.8,103,3.748,"['Chinese', 'Momos']"
2656,Malgudi's Donne Biriyani,Rajajinagar,350,3.8,103,3.748,['Biryani']
2338,Hang10 Resto N Cafe,BTM,800,3.8,102,3.748,"['North Indian', 'Chinese', 'Beverages']"
2377,Raj Ka Chula,Hebbal,500,3.8,103,3.748,"['North Indian', 'Chinese']"
2332,GFC Biryani,Rajarajeshwari Nagar,300,3.8,103,3.748,['Biryani']
2297,Bridgeway,Mysore Road,600,3.8,102,3.748,"['North Indian', 'Chinese']"
2487,Troll,Indiranagar,300,3.8,103,3.748,"['Desserts', 'Ice Cream']"
2865,New Udupi Upahar,Nagawara,300,3.8,102,3.748,"['South Indian', 'North Indian', 'Chinese']"
2199,Amrutha Restaurant,Nagawara,500,3.8,99,3.747,"['North Indian', 'Biryani', 'Chinese']"
2480,RoadHouse Grill,Whitefield,450,3.8,99,3.747,"['North Indian', 'Fast Food', 'Burger', 'BBQ']"
2454,Cafe Cerrise,Ulsoor,600,3.8,99,3.747,"['Cafe', 'Continental', 'Salad']"
2782,Rishitha Restaurant,Whitefield,500,3.8,100,3.747,"['North Indian', 'Andhra']"
2854,The Blackboard Bakery,Lavelle Road,"1,000",3.8,99,3.747,"['Cafe', 'Bakery', 'Continental']"
2725,Mirch,HSR,400,3.8,100,3.747,"['North Indian', 'Biryani']"
2660,Santhrupthii Hotel,Rajarajeshwari Nagar,400,3.8,98,3.746,['South Indian']
2290,Tribal Cafe,International Airport,500,3.8,96,3.746,['Cafe']
2195,Gowdru Military Hotel,Nagarbhavi,400,3.8,97,3.746,"['Biryani', 'Fast Food']"
2877,Refills Eatery And Beverages,BTM,400,3.8,97,3.746,"['North Indian', 'South Indian', 'Chinese']"
2699,Ashraya Upachar,KR Puram,350,3.8,97,3.746,"['South Indian', 'North Indian', 'Chinese']"
2210,Venad Kitchen,Kaggadasapura,300,3.8,94,3.745,['Kerala']
2895,Red Stone Kitchen,Marathahalli,750,3.8,95,3.745,"['North Indian', 'Chinese', 'Seafood']"
2190,Pingara,Koramangala 1st Block,700,3.8,95,3.745,"['North Indian', 'Chinese', 'Mangalorean']"
2578,Hotel Prakruthi,Vijay Nagar,350,3.8,94,3.745,['South Indian']
2429,Gowda's Biriyani Corner,Vijay Nagar,250,3.8,95,3.745,"['North Indian', 'South Indian', 'Biryani']"
2434,Le Jardin By Bhagini,Marathahalli,"1,000",3.8,94,3.745,"['Continental', 'Thai', 'North Indian', 'Chinese']"
2693,Feaster,HSR,600,3.8,91,3.744,"['Continental', 'Asian', 'Chinese', 'Italian', 'North Indian']"
2768,Food And You,Koramangala 5th Block,300,3.8,91,3.744,"['North Indian', 'Gujarati']"
2658,Taj Durbar,Jayanagar,400,3.8,91,3.744,"['North Indian', 'BBQ']"
2265,Zodiac - Fortune Select JP Cosmos Hotel,Fortune Select JP Cosmos Hotel,"1,800",3.8,91,3.744,"['North Indian', 'South Indian', 'Chinese', 'Continental']"
2553,Artville Cafe,Kalyan Nagar,700,3.8,93,3.744,['Cafe']
2559,T3H Cafe,Banashankari,300,3.8,91,3.744,"['Cafe', 'Italian', 'American']"
2258,Berrylicious,JP Nagar,400,3.8,91,3.744,"['Ice Cream', 'Desserts', 'Bakery']"
2517,Spice Cove - I.V Sanctum,Majestic,750,3.8,91,3.744,"['North Indian', 'South Indian', 'Continental', 'Asian']"
2830,Chickpet Donne Biryani House,Marathahalli,600,3.8,91,3.744,"['Biryani', 'South Indian', 'Fast Food']"
2561,Cafe Vivacity,Banashankari,650,3.8,92,3.744,['Cafe']
2518,Guru Greens,Bannerghatta Road,550,3.8,89,3.743,"['North Indian', 'Chinese']"
2593,Shandys-The Beer Cocktail Hub,Electronic City,"1,400",3.8,90,3.743,"['North Indian', 'South Indian', 'Chinese', 'Italian']"
2269,Food Magic Restaurant,Kalyan Nagar,400,3.8,88,3.742,"['Kerala', 'North Indian', 'Chinese', 'Arabian']"
2394,Indian Paratha House,Rajarajeshwari Nagar,400,3.8,87,3.742,"['North Indian', 'Street Food']"
2370,Indian Paratha House,Rajarajeshwari Nagar,400,3.8,87,3.742,"['North Indian', 'Street Food']"
2295,Desserts Tree,Koramangala 1st Block,100,3.8,88,3.742,"['Mithai', 'Desserts']"
2550,Bademiyan Kebabs,"Orion Mall, Malleshwaram",600,3.8,86,3.741,"['Kebab', 'Hyderabadi', 'Biryani', 'Charcoal Chicken']"
2729,RR Biryani Park,Rajarajeshwari Nagar,200,3.8,86,3.741,"['North Indian', 'South Indian', 'Biryani']"
2571,Masala Central,Frazer Town,300,3.8,85,3.741,"['North Indian', 'Beverages']"
2739,Dilll Se Delhiii,RT Nagar,400,3.8,85,3.741,['North Indian']
2540,Priya Juice & Snacks,HSR,200,3.8,84,3.74,"['Beverages', 'Juices']"
2355,Italia - The Park Bangalore,"The Park, MG Road","2,500",3.8,84,3.74,['Italian']
2500,Just Delhiwala,Bellandur,300,3.8,82,3.739,['North Indian']
2712,Rolls Kitchen,Rajajinagar,250,3.8,81,3.739,"['Fast Food', 'Rolls']"
2467,Flow - Terrace Bar & Grill,JP Nagar,"1,000",3.8,82,3.739,"['Pizza', 'Continental', 'North Indian', 'Chinese']"
2267,Xian,"Skywalk, Ulsoor",800,3.8,81,3.739,"['Chinese', 'Thai']"
2305,Happy Belly Restaurant,Hennur,500,3.8,82,3.739,"['Chinese', 'Thai']"
2402,Chai Chowk,Koramangala 7th Block,200,3.8,82,3.739,"['Chinese', 'Fast Food']"
2307,Treat Kitchen,Thippasandra,400,3.8,81,3.739,"['North Indian', 'Chinese', 'Seafood']"
2340,New Darbar Restaurant,Sanjay Nagar,450,3.8,81,3.739,"['North Indian', 'Chinese']"
2744,Tree Top,Wilson Garden,"1,000",3.8,80,3.738,"['Continental', 'Chinese', 'North Indian', 'South Indian']"
2262,Satkar Restaurant,Electronic City,350,3.8,79,3.738,"['North Indian', 'Chinese', 'Biryani', 'Seafood']"
2410,Srinidhi Sagar,Hebbal,350,3.8,80,3.738,"['South Indian', 'North Indian', 'Chinese', 'Fast Food']"
2580,Chef Master,Jayanagar,300,3.8,80,3.738,"['Kerala', 'North Indian', 'Chinese']"
2279,Sonar Bangala,Koramangala 5th Block,500,3.8,79,3.738,"['Bengali', 'North Indian']"
2304,Cake House - Story Cafe,Kalyan Nagar,650,3.8,79,3.738,"['Bakery', 'Desserts']"
2807,Coffee@Arens,Banaswadi,550,3.8,78,3.737,"['Cafe', 'Fast Food']"
2263,Bakers Town,Kumaraswamy Layout,600,3.8,78,3.737,"['Cafe', 'Continental', 'Fast Food']"
2876,Temple Meals,Malleshwaram,200,3.8,78,3.737,['South Indian']
2214,Marmaris,Electronic City,300,3.8,78,3.737,"['North Indian', 'Momos']"
2774,Thottathil Food House,BTM,300,3.8,77,3.737,"['Kerala', 'South Indian', 'Biryani']"
2727,Happy Kitchen,Marathahalli,350,3.8,78,3.737,"['North Indian', 'Chinese']"
2685,Kabab Palace,Rajajinagar,350,3.8,77,3.737,"['North Indian', 'Chinese', 'Kebab']"
2590,Sri Ruchi Restuarant,Banaswadi,450,3.8,77,3.737,"['Andhra', 'South Indian', 'North Indian']"
2788,Udupi Grand,Basavanagudi,300,3.8,77,3.737,"['South Indian', 'North Indian', 'Chinese']"
2829,The Bridge Walk Cafe,Kengeri,500,3.8,75,3.736,"['Cafe', 'Continental']"
2488,Fatso's,Brigade Road,650,3.8,75,3.736,"['Cafe', 'American', 'Italian', 'Burger']"
2264,Cafe Royal,Rajarajeshwari Nagar,450,3.8,76,3.736,"['Italian', 'Fast Food', 'Pizza']"
2475,Dum Biryani Hub,BTM,700,3.8,75,3.736,['Biryani']
2745,Facebake,KR Puram,300,3.8,75,3.736,"['Bakery', 'Desserts']"
2287,Sai Santhi Cafe,Marathahalli,400,3.8,76,3.736,"['South Indian', 'North Indian', 'Chinese']"
2763,Cafe Aladdin,St. Marks Road,500,3.8,75,3.736,"['Cafe', 'Chinese']"
2528,Ruchis Point,Banashankari,200,3.8,76,3.736,"['Fast Food', 'Chinese']"
2582,Hotel Sakti Saravana,Electronic City,350,3.8,75,3.736,"['Tamil', 'South Indian']"
2845,Shanthi Sagar,Basaveshwara Nagar,400,3.8,74,3.735,"['South Indian', 'North Indian', 'Chinese', 'Street Food', 'Beverages']"
2599,Pait Full,Kaggadasapura,750,3.8,74,3.735,"['North Indian', 'Chinese', 'Biryani']"
2595,One Nation BBQ,Yelahanka,400,3.8,74,3.735,"['North Indian', 'Chinese']"
2641,Maxims,"RG Royal Hotels, Yeshwantpur",599,3.8,74,3.735,"['Continental', 'Chinese', 'North Indian']"
2871,Taj Restaurant,City Market,400,3.8,73,3.734,"['North Indian', 'Biryani']"
2495,Biryani Express,Whitefield,600,3.8,72,3.734,"['Biryani', 'North Indian']"
2492,Lassi Corner,Marathahalli,200,3.8,72,3.734,"['Beverages', 'Juices', 'Ice Cream', 'Fast Food', 'Sandwich']"
2325,For You Family Restaurant,Rammurthy Nagar,300,3.8,72,3.734,"['North Indian', 'Chinese', 'South Indian']"
2765,Stop N Joy,Kumaraswamy Layout,200,3.8,73,3.734,"['Fast Food', 'Rolls']"
2468,Despiwich Dragon's Kitchen,Banaswadi,250,3.8,72,3.734,"['Chinese', 'Fast Food']"
2351,Strikers Sports Bar and Music,Shanti Nagar,"1,200",3.8,73,3.734,"['Continental', 'North Indian', 'Chinese']"
2754,Arogya Thaana,Whitefield,200,3.8,72,3.734,"['Beverages', 'Sandwich']"
2726,Tiwari's,Jayanagar,200,3.8,72,3.734,"['North Indian', 'Street Food']"
2284,Hunan Express,"VR Bengaluru, Whitefield",550,3.8,73,3.734,['Chinese']
2301,Janahaar,Banashankari,100,3.8,70,3.733,['South Indian']
2544,Chicken Man,JP Nagar,400,3.8,71,3.733,"['Roast Chicken', 'Burger']"
2219,Biryani Mandra,Koramangala 1st Block,500,3.8,70,3.733,"['Seafood', 'Salad', 'North Indian', 'Biryani', 'Chinese']"
2241,The Chocolate Heaven - Cakes,Kalyan Nagar,600,3.8,70,3.733,"['Desserts', 'Bakery', 'Beverages']"
2549,Oye Hoye,Kalyan Nagar,300,3.8,69,3.732,['North Indian']
2575,Sunehri,"Woodlands Hotel, Richmond Road",500,3.8,69,3.732,['South Indian']
2907,Singh Punjabi Dhaba,BTM,400,3.8,67,3.731,"['North Indian', 'Chinese']"
2908,Spicy Kitchen,HSR,500,3.8,67,3.731,"['Andhra', 'North Indian']"
2827,Eatzgreen,Marathahalli,500,3.8,67,3.731,"['Healthy Food', 'South Indian', 'Fast Food', 'North Indian', 'Beverages']"
2761,The Bong Palate,BTM,300,3.8,68,3.731,"['Bengali', 'North Indian', 'Chinese']"
2690,Shreshta Upachar,Nagarbhavi,200,3.8,67,3.731,"['Chinese', 'South Indian', 'North Indian', 'Juices']"
2567,Daily Sushi,Whitefield,900,3.8,67,3.731,"['Korean', 'Sushi']"
2453,Kumbakonam Degree Coffee,Indiranagar,200,3.8,67,3.731,"['South Indian', 'Fast Food']"
2446,Infinity - The Zuri,The Zuri Hotels,"2,700",3.8,67,3.731,"['North Indian', 'Continental', 'Chinese']"
2591,The Breakfast Truck,"Eat Street, Koramangala 6th Block",550,3.8,66,3.73,['Continental']
2653,Naidu Biriyani Hut,Yeshwantpur,400,3.8,65,3.729,"['North Indian', 'Chinese', 'South Indian']"
2663,Utsav Restaurant,Banashankari,300,3.8,64,3.729,"['North Indian', 'Chinese']"
2789,BBQ@52,MG Road,"1,500",3.8,64,3.729,"['BBQ', 'Biryani', 'Continental']"
2335,Ayodhya Grand,Nagarbhavi,500,3.8,65,3.729,"['North Indian', 'South Indian', 'Chinese']"
2633,Mother's Food,Whitefield,200,3.8,64,3.729,"['North Indian', 'Chinese']"
2891,Kannur Restaurant,Kammanahalli,400,3.8,65,3.729,"['South Indian', 'North Indian', 'Kerala']"
2437,King Kong,Frazer Town,300,3.8,64,3.729,"['Chinese', 'Momos']"
2555,Bikaner Sweets,Sahakara Nagar,150,3.8,64,3.729,"['Mithai', 'Street Food']"
2562,The 90s Hash House,BTM,500,3.8,63,3.728,['Cafe']
2851,Zatar House,Electronic City,400,3.8,63,3.728,"['South Indian', 'North Indian', 'Chinese']"
2548,Kairos,HSR,"1,000",3.8,63,3.728,"['Cafe', 'Italian', 'European']"
2539,Roti Shotti,Jeevan Bhima Nagar,400,3.8,63,3.728,['North Indian']
2771,Watheen Multi Cuisine Restaurant,KR Puram,400,3.8,63,3.728,"['North Indian', 'Chinese', 'Biryani']"
2733,Parathabox,Bellandur,150,3.8,63,3.728,"['Fast Food', 'North Indian']"
2322,New Krishna Sagar,CV Raman Nagar,300,3.8,63,3.728,"['South Indian', 'North Indian', 'Chinese']"
